user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_004376455.1_ASM437645v1_genomic	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_019058165.1, s__JABLTI01 sp019058165, 95.0, 89.34, 0.736; GCA_013166835.1, s__JABLTI01 sp013166835, 95.0, 88.77, 0.79; GCA_023128635.1, s__JABLTI01 sp023128635, 95.0, 88.72, 0.672; GCA_019894765.1, s__JABLTI01 sp019894765, 95.0, 83.19, 0.784; GCA_019058275.1, s__JABLTI01 sp019058275, 95.0, 77.25, 0.267	61.71	11	0.97903	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_004376735.1_ASM437673v1_genomic	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__UBA460;s__	N/A	N/A	N/A	N/A	N/A	GCA_023139025.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__UBA460;s__UBA460 sp023139025	94.08	0.681	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__UBA460;s__	taxonomic classification defined by topology and ANI	N/A	GCA_021399345.1, s__UBA460 sp021399345, 95.0, 93.86, 0.842; GCA_023132955.1, s__UBA460 sp023132955, 95.0, 92.54, 0.789; GCA_019057375.1, s__UBA460 sp002505645, 95.0, 92.27, 0.86; GCA_001940755.1, s__UBA460 sp001940755, 95.0, 80.6, 0.441; GCA_016840095.1, s__UBA460 sp016840095, 95.0, 79.5, 0.563; GCA_021399395.1, s__UBA460 sp021399395, 95.0, 76.36, 0.226	66.36	11	0.99339	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_004524265.1_ASM452426v1_genomic	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__TEKIR-8;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__TEKIR-8;s__	taxonomic classification fully defined by topology	N/A	N/A	33.57	11	0.88772	N/A
GCA_004524685.1_ASM452468v1_genomic	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__UBA460;s__	N/A	N/A	N/A	N/A	N/A	GCA_021399395.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__UBA460;s__UBA460 sp021399395	78.3	0.457	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__UBA460;s__	taxonomic classification defined by topology and ANI	N/A	GCA_016840095.1, s__UBA460 sp016840095, 95.0, 76.02, 0.232; GCA_019057375.1, s__UBA460 sp002505645, 95.0, 75.94, 0.225; GCA_023132955.1, s__UBA460 sp023132955, 95.0, 75.8, 0.036; GCA_021399345.1, s__UBA460 sp021399345, 95.0, 75.7, 0.03	27.66	11	0.9601	N/A
GCA_007130035.1_ASM713003v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__PWHV01;s__PWHV01 sp003557905	GCA_003557905.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__PWHV01;s__PWHV01 sp003557905	99.36	0.88	GCA_003557905.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__PWHV01;s__PWHV01 sp003557905	99.36	0.88	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__PWHV01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_007116915.1, s__PWHV01 sp007116915, 95.0, 86.33, 0.719; GCA_003560875.1, s__PWHV01 sp003560875, 95.0, 83.82, 0.589; GCA_007117455.1, s__PWHV01 sp007117455, 95.0, 79.37, 0.427; GCA_003550345.1, s__PWHV01 sp003550345, 95.0, 78.84, 0.379; GCA_003555025.1, s__PWHV01 sp003555025, 95.0, 78.19, 0.337	41.77	11	N/A	N/A
GCA_007281115.1_ASM728111v1_genomic	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__FEN-987;g__JALHTB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_022865625.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__FEN-987;g__JALHTB01;s__JALHTB01 sp022865625	80.4	0.224	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__FEN-987;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	19.48	11	0.89811	N/A
GCA_008080765.1_ASM808076v1_genomic	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__TEKIR-8;s__TEKIR-8 sp008080765	GCA_008080765.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__TEKIR-8;s__TEKIR-8 sp008080765	100.0	0.989	GCA_008080765.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__TEKIR-8;s__TEKIR-8 sp008080765	100.0	0.989	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__TEKIR-8;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	61.71	11	N/A	N/A
GCA_009724705.1_ASM972470v1_genomic	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.0%)
GCA_009889515.1_ASM988951v1_genomic	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__HR02;g__HRBIN02;s__HRBIN02 sp009889515	GCA_009889515.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__HR02;g__HRBIN02;s__HRBIN02 sp009889515	100.0	0.997	GCA_009889515.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__HR02;g__HRBIN02;s__HRBIN02 sp009889515	100.0	0.997	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__HR02;g__HRBIN02;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002898395.1, s__HRBIN02 sp002898395, 95.0, 83.5, 0.726; GCA_025059595.1, s__HRBIN02 sp025059595, 95.0, 77.68, 0.282	84.69	11	N/A	N/A
GCA_009992485.1_ASM999248v1_genomic	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__CG10238-14;g__CG10238-14;s__CG10238-14 sp002789635	GCA_002789635.1	95.0	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__CG10238-14;g__CG10238-14;s__CG10238-14 sp002789635	99.08	0.949	GCA_002789635.1	95.0	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__CG10238-14;g__CG10238-14;s__CG10238-14 sp002789635	99.08	0.949	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__CG10238-14;g__CG10238-14;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_017610225.1, s__CG10238-14 sp017610225, 95.0, 74.8, 0.011	33.02	11	N/A	N/A
GCA_009994485.1_ASM999448v1_genomic	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__CSSED10-239;f__CSSED10-239;g__Forterrea;s__Forterrea multitransposorum	GCA_009392915.1	95.0	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__CSSED10-239;f__CSSED10-239;g__Forterrea;s__Forterrea multitransposorum	99.99	0.989	GCA_009392915.1	95.0	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__CSSED10-239;f__CSSED10-239;g__Forterrea;s__Forterrea multitransposorum	99.99	0.989	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__CSSED10-239;f__CSSED10-239;g__Forterrea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_023230325.1, s__Forterrea sp023230325, 95.0, 77.45, 0.317	78.85	11	N/A	N/A
GCA_009995005.1_ASM999500v1_genomic	d__Archaea;p__Huberarchaeota;c__Huberarchaeia;o__Huberarchaeales;f__Huberarchaeaceae;g__Huberarchaeum;s__Huberarchaeum crystalense	GCA_002789275.1	95.0	d__Archaea;p__Huberarchaeota;c__Huberarchaeia;o__Huberarchaeales;f__Huberarchaeaceae;g__Huberarchaeum;s__Huberarchaeum crystalense	99.79	0.854	GCA_002789275.1	95.0	d__Archaea;p__Huberarchaeota;c__Huberarchaeia;o__Huberarchaeales;f__Huberarchaeaceae;g__Huberarchaeum;s__Huberarchaeum crystalense	99.79	0.854	d__Archaea;p__;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	49.92	11	N/A	N/A
GCA_010030465.1_ASM1003046v1_genomic	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N1;s__MGIIb-N1 sp011523055	GCA_011523055.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N1;s__MGIIb-N1 sp011523055	98.1	0.924	GCA_011523055.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N1;s__MGIIb-N1 sp011523055	98.1	0.924	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002495675.1, s__MGIIb-N1 sp002495675, 95.0, 78.61, 0.301; GCA_002507175.1, s__MGIIb-N1 sp002507175, 95.0, 78.11, 0.344; GCA_002505695.1, s__MGIIb-N1 sp002505695, 95.0, 77.72, 0.348	67.07	11	N/A	N/A
GCA_011039365.1_ASM1103936v1_genomic	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__QMZT01;s__QMZT01 sp003663325	GCA_003663325.1	95.0	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__QMZT01;s__QMZT01 sp003663325	99.3	0.832	GCA_003663325.1	95.0	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__QMZT01;s__QMZT01 sp003663325	99.3	0.832	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	72.91	11	N/A	N/A
GCA_011042195.1_ASM1104219v1_genomic	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__EX4484-135;f__B24-G1;g__B24-G1;s__B24-G1 sp003662535	GCA_003662535.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__EX4484-135;f__B24-G1;g__B24-G1;s__B24-G1 sp003662535	95.32	0.629	GCA_003662535.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__EX4484-135;f__B24-G1;g__B24-G1;s__B24-G1 sp003662535	95.32	0.629	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__EX4484-135;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	31.24	11	N/A	N/A
GCA_011042315.1_ASM1104231v1_genomic	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__B15-G2;g__B15-G2;s__B15-G2 sp003650815	GCA_003650815.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__B15-G2;g__B15-G2;s__B15-G2 sp003650815	99.17	0.857	GCA_003650815.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__B15-G2;g__B15-G2;s__B15-G2 sp003650815	99.17	0.857	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__B15-G2;g__B15-G2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003649445.1, s__B15-G2 sp003649445, 95.0, 81.08, 0.352	60.9	11	N/A	N/A
GCA_011042415.1_ASM1104241v1_genomic	d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__EX4484-205;g__EX4484-205;s__EX4484-205 sp002255045	GCA_002255045.1	95.0	d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__EX4484-205;g__EX4484-205;s__EX4484-205 sp002255045	97.15	0.652	GCA_002255045.1	95.0	d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__EX4484-205;g__EX4484-205;s__EX4484-205 sp002255045	97.15	0.652	d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	52.22	11	N/A	N/A
GCA_011043235.1_ASM1104323v1_genomic	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	38.27	11	0.39093	N/A
GCA_011052435.1_ASM1105243v1_genomic	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__DRIF01;s__	N/A	N/A	N/A	N/A	N/A	GCA_011052825.1	95.0	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__DRIF01;s__DRIF01 sp011052825	90.03	0.52	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	48.18	11	0.98236	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_011052505.1_ASM1105250v1_genomic	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Methanofastidiosales;f__B48-G16;g__B48-G16;s__	N/A	N/A	N/A	N/A	N/A	GCA_003660605.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Methanofastidiosales;f__B48-G16;g__B48-G16;s__B48-G16 sp003660605	93.98	0.4	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Methanofastidiosales;f__B48-G16;g__B48-G16;s__	taxonomic classification defined by topology and ANI	N/A	GCA_023133315.1, s__B48-G16 sp023133315, 95.0, 79.01, 0.2	33.32	11	0.99835	N/A
GCA_011364925.1_ASM1136492v1_genomic	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__SOKP01 sp011364925	GCA_011364925.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__SOKP01 sp011364925	100.0	0.994	GCA_011364925.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__SOKP01 sp011364925	100.0	0.994	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_016839745.1, s__SOKP01 sp016839745, 95.0, 79.25, 0.494; GCA_013375495.1, s__SOKP01 sp013375495, 95.0, 79.12, 0.505; GCA_013375475.1, s__SOKP01 sp013375475, 95.0, 78.81, 0.447; GCA_019894735.1, s__SOKP01 sp019894735, 95.0, 78.6, 0.499; GCA_019894655.1, s__SOKP01 sp019894655, 95.0, 77.35, 0.256; GCA_019894855.1, s__SOKP01 sp019894855, 95.0, 77.07, 0.29; GCA_019057735.1, s__SOKP01 sp019057735, 95.0, 76.94, 0.237; GCA_019894885.1, s__SOKP01 sp019894885, 95.0, 76.87, 0.303; GCA_004375715.1, s__SOKP01 sp004375715, 95.0, 76.64, 0.246; GCA_019057795.1, s__SOKP01 sp019057795, 95.0, 76.3, 0.206	85.77	11	N/A	N/A
GCA_011365055.1_ASM1136505v1_genomic	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Helarchaeales;f__RDOG01;g__RDOG01;s__RDOG01 sp011365055	GCA_011365055.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Helarchaeales;f__RDOG01;g__RDOG01;s__RDOG01 sp011365055	100.0	0.999	GCA_011365055.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Helarchaeales;f__RDOG01;g__RDOG01;s__RDOG01 sp011365055	100.0	0.999	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Helarchaeales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.54	11	N/A	N/A
GCA_011620825.1_ASM1162082v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__VadinCA11;s__VadinCA11 sp011620825	GCA_011620825.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__VadinCA11;s__VadinCA11 sp011620825	100.0	0.991	GCA_011620825.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__VadinCA11;s__VadinCA11 sp011620825	100.0	0.991	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__VadinCA11;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002498365.1, s__VadinCA11 sp002498365, 95.0, 82.17, 0.872; GCA_002509405.1, s__VadinCA11 sp002509405, 95.0, 81.8, 0.782; GCA_002505345.1, s__VadinCA11 sp002505345, 95.0, 81.78, 0.859	71.73	11	N/A	N/A
GCA_011772645.1_ASM1177264v1_genomic	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__CS3-C152;s__CS3-C152 sp011772645	GCA_011772645.1	95.0	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__CS3-C152;s__CS3-C152 sp011772645	100.0	0.991	GCA_011772645.1	95.0	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__CS3-C152;s__CS3-C152 sp011772645	100.0	0.991	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__CS3-C152;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_023128965.1, s__CS3-C152 sp023128965, 95.0, 77.45, 0.241	70.74	11	N/A	N/A
GCA_012518185.1_ASM1251818v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp012518185	GCA_012518185.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp012518185	100.0	0.996	GCA_012518185.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp012518185	100.0	0.996	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.49	11	N/A	N/A
GCA_012962895.1_ASM1296289v1_genomic	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__SZUA-1443;s__	N/A	N/A	N/A	N/A	N/A	GCA_015662475.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__SZUA-1443;s__SZUA-1443 sp015662475	80.44	0.704	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	59.75	11	0.96015	Genome has more than 11.3% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_013154005.1_ASM1315400v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__JAADDK01;s__JAADDK01 sp013154005	GCA_013154005.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__JAADDK01;s__JAADDK01 sp013154005	100.0	0.99	GCA_013154005.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__JAADDK01;s__JAADDK01 sp013154005	100.0	0.99	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__JAADDK01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.48	11	N/A	N/A
GCA_013288055.1_ASM1328805v1_genomic	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp013288545	GCA_013288545.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp013288545	97.6	0.627	GCA_013288545.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp013288545	97.6	0.627	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900065925.1, s__Nitrosotalea devanaterra, 95.0, 88.78, 0.75; GCA_023252335.1, s__Nitrosotalea sp023252335, 95.0, 84.66, 0.586; GCF_011319475.1, s__Nitrosotalea sp011319475, 95.0, 84.37, 0.614; GCA_022545805.1, s__Nitrosotalea sp022545805, 95.0, 84.25, 0.468; GCF_900177045.1, s__Nitrosotalea okcheonensis, 95.0, 84.19, 0.709; GCA_023252235.1, s__Nitrosotalea sp023252235, 95.0, 83.04, 0.477; GCF_900167955.1, s__Nitrosotalea bavarica, 95.0, 82.9, 0.605; GCA_007280465.1, s__Nitrosotalea sp007280465, 95.0, 82.25, 0.355; GCF_900143675.1, s__Nitrosotalea sinensis, 95.0, 81.33, 0.577; GCA_001917995.1, s__Nitrosotalea sp001917995, 95.0, 78.39, 0.25; GCA_005877205.1, s__Nitrosotalea sp005877205, 95.0, 78.19, 0.323; GCA_021325595.1, s__Nitrosotalea sp021325595, 95.0, 77.99, 0.373; GCF_011319465.1, s__Nitrosotalea sp011319465, 95.0, 77.8, 0.332; GCA_021323705.1, s__Nitrosotalea sp021323705, 95.0, 77.77, 0.305	54.46	11	N/A	N/A
GCA_013331915.1_ASM1333191v1_genomic	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__GW2011-AR11;s__GW2011-AR11 sp12027u	GCA_013330825.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__GW2011-AR11;s__GW2011-AR11 sp12027u	99.46	0.835	GCA_013330825.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__GW2011-AR11;s__GW2011-AR11 sp12027u	99.46	0.835	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	65.58	11	N/A	N/A
GCA_014361105.1_ASM1436110v1_genomic	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__Thermococcus_A sibiricus	GCF_000022545.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__Thermococcus_A sibiricus	98.46	0.859	GCF_000022545.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__Thermococcus_A sibiricus	98.46	0.859	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003663535.1, s__Thermococcus_A sp003663535, 95.0, 91.76, 0.742; GCA_003663525.1, s__Thermococcus_A sp003663525, 95.0, 91.16, 0.79; GCF_001317345.1, s__Thermococcus_A sp001317345, 95.0, 82.57, 0.572; GCF_023746595.1, s__Thermococcus_A sp023746595, 95.0, 81.61, 0.541; GCF_012027425.1, s__Thermococcus_A sp012027425, 95.0, 81.54, 0.519; GCF_024022995.1, s__Thermococcus_A aggregans, 95.0, 81.28, 0.461; GCA_001507935.1, s__Thermococcus_A sp001507935, 95.0, 80.41, 0.394; GCF_020386975.1, s__Thermococcus_A bergensis, 95.0, 79.83, 0.39; GCA_021157445.1, s__Thermococcus_A sp021157445, 95.0, 79.12, 0.448; GCF_024054535.1, s__Thermococcus_A alcaliphilus, 95.0, 78.89, 0.385; GCF_001484685.1, s__Thermococcus_A sp001484685, 95.0, 78.8, 0.345	98.49	11	N/A	N/A
GCA_014729915.1_ASM1472991v1_genomic	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR15;g__WJJD01;s__WJJD01 sp014729915	GCA_014729915.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR15;g__WJJD01;s__WJJD01 sp014729915	100.0	0.988	GCA_014729915.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR15;g__WJJD01;s__WJJD01 sp014729915	100.0	0.988	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR15;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	92.75	11	N/A	N/A
