"env","genome_name","n_crispr","n_cas","n_spacer","n_cas_protein","n_crispr_level4"
"oral","MGYG000298655",0,0,0,0,0
"oral","MGYG000298656",1,0,1,0,0
"oral","MGYG000298657",1,0,1,0,0
"oral","MGYG000298658",7,3,50,4,3
"oral","MGYG000298659",1,0,5,0,0
"oral","MGYG000298660",4,0,12,0,1
"oral","MGYG000298661",1,1,1,1,0
"oral","MGYG000298662",0,0,0,0,0
"oral","MGYG000298663",1,0,1,0,0
"oral","MGYG000298664",3,0,7,0,1
"oral","MGYG000298665",2,2,4,5,0
"oral","MGYG000298666",4,5,63,13,2
"oral","MGYG000298667",5,3,19,14,1
"oral","MGYG000298668",1,3,3,8,0
"oral","MGYG000298669",3,2,19,10,2
"oral","MGYG000298670",3,0,5,0,0
"oral","MGYG000298671",0,0,0,0,0
"oral","MGYG000298673",1,0,1,0,0
"oral","MGYG000298674",2,0,9,0,0
"oral","MGYG000298675",4,0,4,0,0
"oral","MGYG000298676",4,4,34,6,3
"oral","MGYG000298677",2,0,2,0,0
"oral","MGYG000298678",2,0,2,0,0
"oral","MGYG000298679",4,0,4,0,0
"oral","MGYG000298680",2,0,2,0,0
"oral","MGYG000298681",0,0,0,0,0
"oral","MGYG000298682",3,1,5,2,0
"oral","MGYG000298683",4,0,4,0,0
"oral","MGYG000298684",1,0,1,0,0
"oral","MGYG000298685",4,2,87,13,1
"oral","MGYG000298686",3,0,3,0,0
"oral","MGYG000298687",3,1,3,1,0
"oral","MGYG000298688",0,0,0,0,0
"oral","MGYG000298689",6,2,21,5,1
"oral","MGYG000298690",2,2,23,5,1
"oral","MGYG000298691",3,2,57,10,1
"oral","MGYG000298692",4,0,8,0,0
"oral","MGYG000298693",2,0,36,0,1
"oral","MGYG000298694",6,0,12,0,0
"oral","MGYG000298695",6,0,9,0,0
"oral","MGYG000298696",1,0,1,0,0
"oral","MGYG000298697",3,2,31,11,2
"oral","MGYG000298698",5,0,11,0,1
"oral","MGYG000298699",3,0,3,0,0
"oral","MGYG000298700",2,0,2,0,0
"oral","MGYG000298701",11,2,11,5,0
"oral","MGYG000298702",3,3,12,4,1
"oral","MGYG000298703",0,0,0,0,0
"oral","MGYG000298704",0,0,0,0,0
"oral","MGYG000298705",2,2,10,14,1
"oral","MGYG000298706",12,0,12,0,0
"oral","MGYG000298707",0,0,0,0,0
"oral","MGYG000298708",3,0,3,0,0
"oral","MGYG000298709",6,0,6,0,0
"oral","MGYG000298710",2,2,31,10,1
"oral","MGYG000298711",7,1,59,1,3
"oral","MGYG000298712",16,3,16,7,0
"oral","MGYG000298714",4,0,6,0,0
"oral","MGYG000298715",3,1,3,1,0
"oral","MGYG000298716",21,4,142,12,4
"oral","MGYG000298717",9,0,22,0,0
"oral","MGYG000298718",1,1,1,1,0
"oral","MGYG000298719",1,0,1,0,0
"oral","MGYG000298720",3,2,9,5,1
"oral","MGYG000298721",10,0,26,0,1
"oral","MGYG000298723",9,0,9,0,0
"oral","MGYG000298724",3,3,9,16,0
"oral","MGYG000298725",1,0,1,0,0
"oral","MGYG000298726",0,0,0,0,0
"oral","MGYG000298727",1,0,1,0,0
"oral","MGYG000298728",5,0,5,0,0
"oral","MGYG000298729",4,0,7,0,0
"oral","MGYG000298730",5,3,42,18,2
"oral","MGYG000298732",0,0,0,0,0
"oral","MGYG000298733",8,2,10,2,0
"oral","MGYG000298734",1,0,1,0,0
"oral","MGYG000298735",2,0,2,0,0
"oral","MGYG000298736",1,0,1,0,0
"oral","MGYG000298737",2,0,3,0,0
"oral","MGYG000298738",8,3,37,13,2
"oral","MGYG000298739",4,0,4,0,0
"oral","MGYG000298740",1,0,1,0,0
"oral","MGYG000298741",10,4,10,9,0
"oral","MGYG000298742",2,2,12,5,1
"oral","MGYG000298744",1,0,8,0,0
"oral","MGYG000298745",0,0,0,0,0
"oral","MGYG000298746",2,2,12,5,1
"oral","MGYG000298747",1,0,1,0,0
"oral","MGYG000298748",2,0,2,0,0
"oral","MGYG000298749",36,3,42,4,0
"oral","MGYG000298750",4,2,25,7,1
"oral","MGYG000298751",6,1,18,1,2
"oral","MGYG000298752",1,0,1,0,0
"oral","MGYG000298753",1,0,1,0,0
"oral","MGYG000298754",1,0,3,0,0
"oral","MGYG000298755",3,0,3,0,0
"oral","MGYG000298756",2,2,5,3,0
"oral","MGYG000298757",3,1,7,1,0
"oral","MGYG000298758",2,0,2,0,0
"oral","MGYG000298759",0,0,0,0,0
"oral","MGYG000298760",8,3,15,8,0
"oral","MGYG000298761",7,1,8,1,0
"oral","MGYG000298762",6,0,6,0,0
"oral","MGYG000298763",3,0,3,0,0
"oral","MGYG000298764",0,0,0,0,0
"oral","MGYG000298765",3,0,3,0,0
"oral","MGYG000298766",4,0,4,0,0
"oral","MGYG000298767",4,3,15,4,1
"oral","MGYG000298768",6,0,7,0,0
"oral","MGYG000298769",3,5,48,32,3
"oral","MGYG000298770",0,0,0,0,0
"oral","MGYG000298771",4,0,4,0,0
"oral","MGYG000298772",2,0,2,0,0
"oral","MGYG000298773",12,0,17,0,0
"oral","MGYG000298774",25,0,25,0,0
"oral","MGYG000298775",7,0,8,0,0
"oral","MGYG000298776",1,0,2,0,0
"oral","MGYG000298777",1,0,1,0,0
"oral","MGYG000298778",1,0,1,0,0
"oral","MGYG000298779",0,0,0,0,0
"oral","MGYG000298780",1,0,1,0,0
"oral","MGYG000298781",3,3,6,8,0
"oral","MGYG000298782",7,1,11,1,1
"oral","MGYG000298783",4,0,4,0,0
"oral","MGYG000298784",10,0,10,0,0
"oral","MGYG000298785",6,0,6,0,0
"oral","MGYG000298786",9,0,10,0,0
"oral","MGYG000298787",2,3,14,8,1
"oral","MGYG000298788",7,2,21,3,1
"oral","MGYG000298789",8,3,18,7,1
"oral","MGYG000298790",8,0,8,0,0
"oral","MGYG000298791",3,0,3,0,0
"oral","MGYG000298792",8,5,134,17,2
"oral","MGYG000298793",9,6,61,23,1
"oral","MGYG000298794",3,1,17,1,1
"oral","MGYG000298795",6,0,6,0,0
"oral","MGYG000298796",0,0,0,0,0
"oral","MGYG000298797",17,0,17,0,0
"oral","MGYG000298798",12,2,19,3,0
"oral","MGYG000298799",15,0,17,0,0
"oral","MGYG000298800",1,0,1,0,0
"oral","MGYG000298801",1,0,1,0,0
"oral","MGYG000298802",1,0,1,0,0
"oral","MGYG000298803",2,0,2,0,0
"oral","MGYG000298804",5,2,14,5,0
"oral","MGYG000298805",0,0,0,0,0
"oral","MGYG000298806",15,4,128,17,6
"oral","MGYG000298807",4,2,56,10,3
"oral","MGYG000298808",14,6,123,26,4
"oral","MGYG000298809",4,1,4,1,0
"oral","MGYG000298810",5,0,6,0,0
"oral","MGYG000298811",0,0,0,0,0
"oral","MGYG000298812",3,0,3,0,0
"oral","MGYG000298813",4,0,4,0,0
"oral","MGYG000298814",5,0,7,0,0
"oral","MGYG000298816",3,1,8,2,0
"oral","MGYG000298817",10,2,31,5,1
"oral","MGYG000298818",26,2,35,14,0
"oral","MGYG000298819",0,0,0,0,0
"oral","MGYG000298820",8,0,17,0,0
"oral","MGYG000298821",2,0,2,0,0
"oral","MGYG000298822",1,0,3,0,0
"oral","MGYG000298823",2,2,54,10,1
"oral","MGYG000298824",5,1,6,2,0
"oral","MGYG000298825",11,1,11,1,0
"oral","MGYG000298826",5,3,18,8,1
"oral","MGYG000298827",0,0,0,0,0
"oral","MGYG000298828",2,4,11,11,1
"oral","MGYG000298829",2,0,2,0,0
"oral","MGYG000298830",1,0,15,0,1
"oral","MGYG000298831",1,2,28,5,1
"oral","MGYG000298832",1,1,18,3,1
"oral","MGYG000298833",4,0,27,0,1
"oral","MGYG000298834",2,0,2,0,0
"oral","MGYG000298835",4,0,4,0,0
"oral","MGYG000298836",1,0,1,0,0
"oral","MGYG000298837",9,3,84,8,3
"oral","MGYG000298838",1,0,1,0,0
"oral","MGYG000298839",1,0,1,0,0
"oral","MGYG000298840",10,5,125,11,4
"oral","MGYG000298841",0,0,0,0,0
"oral","MGYG000298842",2,2,14,5,1
"oral","MGYG000298843",0,0,0,0,0
"oral","MGYG000298844",0,0,0,0,0
"oral","MGYG000298845",14,0,14,0,0
"oral","MGYG000298846",0,0,0,0,0
"oral","MGYG000298847",3,2,5,3,0
"oral","MGYG000298848",5,0,10,0,0
"oral","MGYG000298849",4,2,4,5,0
"oral","MGYG000298850",6,1,6,1,0
"oral","MGYG000298851",9,2,11,5,0
"oral","MGYG000298852",2,0,2,0,0
"oral","MGYG000298853",7,1,7,1,0
"oral","MGYG000298854",0,0,0,0,0
"oral","MGYG000298855",9,5,19,11,1
"oral","MGYG000298856",4,0,5,0,0
"oral","MGYG000298857",4,2,101,14,2
"oral","MGYG000298858",24,5,67,19,3
"oral","MGYG000298859",5,0,5,0,0
"oral","MGYG000298860",2,0,2,0,0
"oral","MGYG000298861",5,0,5,0,0
"oral","MGYG000298862",4,0,4,0,0
"oral","MGYG000298863",2,0,2,0,0
"oral","MGYG000298864",6,6,45,25,3
"oral","MGYG000298865",2,2,17,5,1
"oral","MGYG000298866",1,0,1,0,0
"oral","MGYG000298867",0,0,0,0,0
"oral","MGYG000298869",0,0,0,0,0
"oral","MGYG000298870",2,0,2,0,0
"oral","MGYG000298871",1,0,7,0,0
"oral","MGYG000298872",4,3,19,4,1
"oral","MGYG000298873",1,3,2,6,0
"oral","MGYG000298874",1,2,2,3,0
"oral","MGYG000298875",1,0,1,0,0
"oral","MGYG000298876",0,0,0,0,0
"oral","MGYG000298877",1,1,4,1,0
"oral","MGYG000298878",0,0,0,0,0
"oral","MGYG000298879",0,0,0,0,0
"oral","MGYG000298880",0,0,0,0,0
"oral","MGYG000298881",4,2,19,14,1
"oral","MGYG000298882",2,0,2,0,0
"oral","MGYG000298883",5,2,9,5,0
"oral","MGYG000298884",1,2,14,5,1
"oral","MGYG000298885",12,4,80,7,3
"oral","MGYG000298886",2,1,20,1,1
"oral","MGYG000298887",5,0,5,0,0
"oral","MGYG000298888",0,0,0,0,0
"oral","MGYG000298889",9,0,16,0,0
"oral","MGYG000298890",2,3,14,6,2
"oral","MGYG000298891",4,0,4,0,0
"oral","MGYG000298892",1,3,23,8,1
"oral","MGYG000298893",2,0,4,0,0
"oral","MGYG000298894",5,0,5,0,0
"oral","MGYG000298895",15,3,22,3,1
"oral","MGYG000298896",2,2,25,3,2
"oral","MGYG000298897",2,0,3,0,0
"oral","MGYG000298898",9,0,12,0,0
"oral","MGYG000298899",2,0,6,0,0
"oral","MGYG000298900",5,1,6,2,0
"oral","MGYG000298901",2,3,3,8,0
"oral","MGYG000298902",1,2,57,7,1
"oral","MGYG000298903",1,0,1,0,0
"oral","MGYG000298904",1,0,1,0,0
"oral","MGYG000298905",2,4,21,13,2
"oral","MGYG000298906",0,0,0,0,0
"oral","MGYG000298907",2,0,2,0,0
"oral","MGYG000298909",0,0,0,0,0
"oral","MGYG000298910",11,3,22,15,2
"oral","MGYG000298911",2,2,7,7,1
"oral","MGYG000298912",12,0,13,0,0
"oral","MGYG000298913",7,1,18,2,1
"oral","MGYG000298914",2,0,3,0,0
"oral","MGYG000298915",0,0,0,0,0
"oral","MGYG000298916",2,2,5,14,0
"oral","MGYG000298917",3,2,22,5,1
"oral","MGYG000298918",3,3,70,26,1
"oral","MGYG000298919",5,0,5,0,0
"oral","MGYG000298920",0,0,0,0,0
"oral","MGYG000298921",11,0,11,0,0
"oral","MGYG000298922",11,3,20,7,1
"oral","MGYG000298923",0,0,0,0,0
"oral","MGYG000298924",0,0,0,0,0
"oral","MGYG000298925",2,0,3,0,0
"oral","MGYG000298926",0,0,0,0,0
"oral","MGYG000298927",4,3,42,10,2
"oral","MGYG000298928",6,3,48,12,3
"oral","MGYG000298929",8,3,24,15,2
"oral","MGYG000298930",2,2,19,14,1
"oral","MGYG000298931",8,4,98,15,4
"oral","MGYG000298932",10,0,11,0,0
"oral","MGYG000298933",5,2,28,11,1
"oral","MGYG000298934",4,3,37,6,2
"oral","MGYG000298935",4,0,4,0,0
"oral","MGYG000298936",1,0,2,0,0
"oral","MGYG000298937",11,3,31,13,2
"oral","MGYG000298938",1,0,1,0,0
"oral","MGYG000298939",3,6,44,30,3
"oral","MGYG000298940",2,0,5,0,0
"oral","MGYG000298941",6,0,14,0,1
"oral","MGYG000298942",0,0,0,0,0
"oral","MGYG000298943",6,0,6,0,0
"oral","MGYG000298944",10,4,116,8,3
"oral","MGYG000298945",2,0,2,0,0
"oral","MGYG000298946",0,0,0,0,0
"oral","MGYG000298947",4,2,25,7,2
"oral","MGYG000298948",12,3,62,5,5
"oral","MGYG000298949",5,0,7,0,0
"oral","MGYG000298950",1,0,1,0,0
"oral","MGYG000298951",4,0,6,0,0
"oral","MGYG000298952",8,4,116,13,1
"oral","MGYG000298953",9,3,42,6,1
"oral","MGYG000298954",0,0,0,0,0
"oral","MGYG000298955",9,0,14,0,1
"oral","MGYG000298956",2,0,2,0,0
"oral","MGYG000298957",0,0,0,0,0
"oral","MGYG000298958",4,2,4,3,0
"oral","MGYG000298959",3,2,6,5,0
"oral","MGYG000298960",2,0,2,0,0
"oral","MGYG000298961",2,0,2,0,0
"oral","MGYG000298962",0,0,0,0,0
"oral","MGYG000298963",9,1,85,2,2
"oral","MGYG000298964",3,0,5,0,0
"oral","MGYG000298965",7,3,15,4,1
"oral","MGYG000298966",4,3,20,10,1
"oral","MGYG000298967",1,0,1,0,0
"oral","MGYG000298968",0,0,0,0,0
"oral","MGYG000298969",1,0,1,0,0
"oral","MGYG000298970",1,2,1,3,0
"oral","MGYG000298971",4,5,4,13,0
"oral","MGYG000298972",4,5,8,10,0
"oral","MGYG000298974",7,3,13,6,0
"oral","MGYG000298975",10,1,23,1,1
"oral","MGYG000298976",0,0,0,0,0
"oral","MGYG000298977",3,3,123,20,1
"oral","MGYG000298978",3,0,3,0,0
"oral","MGYG000298979",3,1,4,3,0
"oral","MGYG000298980",4,0,6,0,0
"oral","MGYG000298981",2,0,4,0,0
"oral","MGYG000298983",0,0,0,0,0
"oral","MGYG000298984",8,0,11,0,0
"oral","MGYG000298985",2,0,3,0,0
"oral","MGYG000298986",0,0,0,0,0
"oral","MGYG000298987",0,0,0,0,0
"oral","MGYG000298988",5,0,6,0,0
"oral","MGYG000298989",1,0,1,0,0
"oral","MGYG000298990",2,0,2,0,0
"oral","MGYG000298991",7,3,55,14,3
"oral","MGYG000298992",1,0,1,0,0
"oral","MGYG000298993",1,0,1,0,0
"oral","MGYG000298994",4,0,4,0,0
"oral","MGYG000298995",2,0,2,0,0
"oral","MGYG000298996",0,0,0,0,0
"oral","MGYG000298997",0,0,0,0,0
"oral","MGYG000298998",1,0,1,0,0
"oral","MGYG000298999",6,2,38,8,2
"oral","MGYG000299000",1,0,1,0,0
"oral","MGYG000299001",1,0,1,0,0
"oral","MGYG000299002",2,1,2,1,0
"oral","MGYG000299003",4,1,22,1,1
"oral","MGYG000299004",12,4,79,26,4
"oral","MGYG000299005",1,0,1,0,0
"oral","MGYG000299006",3,0,3,0,0
"oral","MGYG000299007",1,0,1,0,0
"oral","MGYG000299008",0,0,0,0,0
"oral","MGYG000299009",1,0,1,0,0
"oral","MGYG000299010",2,2,60,14,1
"oral","MGYG000299011",6,0,6,0,0
"oral","MGYG000299012",1,1,2,1,0
"oral","MGYG000299013",13,0,15,0,0
"oral","MGYG000299014",4,2,32,13,2
"oral","MGYG000299015",3,2,34,5,1
"oral","MGYG000299016",7,1,8,1,0
"oral","MGYG000299017",13,1,15,1,0
"oral","MGYG000299018",25,5,250,16,5
"oral","MGYG000299019",1,0,1,0,0
"oral","MGYG000299020",3,0,10,0,0
"oral","MGYG000299021",0,0,0,0,0
"oral","MGYG000299022",2,3,14,6,1
"oral","MGYG000299023",6,3,39,4,1
"oral","MGYG000299024",3,2,180,2,3
"oral","MGYG000299025",2,0,2,0,0
"oral","MGYG000299026",9,0,9,0,0
"oral","MGYG000299027",0,0,0,0,0
"oral","MGYG000299028",0,0,0,0,0
"oral","MGYG000299029",2,0,3,0,0
"oral","MGYG000299031",1,0,1,0,0
"oral","MGYG000299032",2,4,24,11,2
"oral","MGYG000299033",3,0,3,0,0
"oral","MGYG000299034",0,0,0,0,0
"oral","MGYG000299035",1,0,1,0,0
"oral","MGYG000299036",3,0,3,0,0
"oral","MGYG000299037",13,2,18,3,1
"oral","MGYG000299038",8,1,9,1,0
"oral","MGYG000299039",3,0,3,0,0
"oral","MGYG000299040",1,0,2,0,0
"oral","MGYG000299041",5,2,7,10,0
"oral","MGYG000299042",2,0,2,0,0
"oral","MGYG000299043",7,3,63,11,2
"oral","MGYG000299044",0,0,0,0,0
"oral","MGYG000299045",7,7,81,40,5
"oral","MGYG000299046",0,0,0,0,0
"oral","MGYG000299047",4,0,6,0,0
"oral","MGYG000299049",5,0,5,0,0
"oral","MGYG000299050",0,0,0,0,0
"oral","MGYG000299051",0,0,0,0,0
"oral","MGYG000299052",10,2,14,9,1
"oral","MGYG000299053",2,0,4,0,0
"oral","MGYG000299054",2,0,2,0,0
"oral","MGYG000299056",0,0,0,0,0
"oral","MGYG000299057",6,2,21,5,1
"oral","MGYG000299058",1,0,1,0,0
"oral","MGYG000299059",0,0,0,0,0
"oral","MGYG000299060",0,0,0,0,0
"oral","MGYG000299061",4,0,4,0,0
"oral","MGYG000299062",8,3,72,16,2
"oral","MGYG000299063",3,0,3,0,0
"oral","MGYG000299064",2,0,2,0,0
"oral","MGYG000299065",20,4,20,7,0
"oral","MGYG000299066",20,3,34,18,1
"oral","MGYG000299067",11,0,13,0,0
"oral","MGYG000299068",2,0,2,0,0
"oral","MGYG000299069",4,1,4,1,0
"oral","MGYG000299070",12,2,60,6,3
"oral","MGYG000299071",0,0,0,0,0
"oral","MGYG000299072",8,0,9,0,0
"oral","MGYG000299073",3,0,3,0,0
"oral","MGYG000299074",2,0,5,0,0
"oral","MGYG000299075",3,0,3,0,0
"oral","MGYG000299076",6,0,11,0,1
"oral","MGYG000299077",2,0,2,0,0
"oral","MGYG000299078",0,0,0,0,0
"oral","MGYG000299079",8,0,8,0,0
"oral","MGYG000299080",1,0,1,0,0
"oral","MGYG000299081",0,0,0,0,0
"oral","MGYG000299082",6,1,12,1,0
"oral","MGYG000299083",0,0,0,0,0
"oral","MGYG000299084",1,3,1,8,0
"oral","MGYG000299085",5,2,5,3,0
"oral","MGYG000299086",1,2,5,5,1
"oral","MGYG000299087",13,2,26,11,1
"oral","MGYG000299088",4,4,80,13,2
"oral","MGYG000299089",0,0,0,0,0
"oral","MGYG000299090",1,0,1,0,0
"oral","MGYG000299091",8,3,25,10,1
"oral","MGYG000299092",2,0,2,0,0
"oral","MGYG000299093",11,2,16,5,0
"oral","MGYG000299094",0,0,0,0,0
"oral","MGYG000299095",11,1,19,3,1
"oral","MGYG000299096",3,1,3,1,0
"oral","MGYG000299097",1,0,1,0,0
"oral","MGYG000299099",2,2,2,5,0
"oral","MGYG000299100",0,0,0,0,0
"oral","MGYG000299101",5,1,6,1,0
"oral","MGYG000299102",10,5,95,13,4
"oral","MGYG000299103",2,5,27,18,1
"oral","MGYG000299104",6,0,11,0,1
"oral","MGYG000299105",2,0,2,0,0
"oral","MGYG000299106",1,0,1,0,0
"oral","MGYG000299107",15,4,174,7,3
"oral","MGYG000299108",4,3,11,18,1
"oral","MGYG000299109",1,0,1,0,0
"oral","MGYG000299110",3,0,3,0,0
"oral","MGYG000299111",0,0,0,0,0
"oral","MGYG000299112",2,2,66,10,1
"oral","MGYG000299113",1,0,1,0,0
"oral","MGYG000299114",6,1,7,2,0
"oral","MGYG000299115",6,0,39,0,2
"oral","MGYG000299116",2,0,2,0,0
"oral","MGYG000299117",24,2,26,2,0
"oral","MGYG000299118",0,0,0,0,0
"oral","MGYG000299119",1,0,1,0,0
"oral","MGYG000299120",4,2,24,3,1
"oral","MGYG000299121",2,1,30,1,2
"oral","MGYG000299123",5,0,7,0,0
"oral","MGYG000299124",2,0,2,0,0
"oral","MGYG000299125",6,2,6,2,0
"oral","MGYG000299126",1,0,1,0,0
"oral","MGYG000299128",8,1,8,1,0
"oral","MGYG000299129",1,0,1,0,0
"oral","MGYG000299130",1,0,1,0,0
"oral","MGYG000299131",4,2,26,7,2
"oral","MGYG000299132",1,0,4,0,0
"oral","MGYG000299134",6,0,13,0,0
"oral","MGYG000299135",3,2,40,10,1
"oral","MGYG000299136",2,0,2,0,0
"oral","MGYG000299137",3,0,3,0,0
"oral","MGYG000299138",4,0,12,0,0
"oral","MGYG000299140",2,0,2,0,0
"oral","MGYG000299141",2,0,8,0,1
"oral","MGYG000299142",0,0,0,0,0
"oral","MGYG000299143",2,0,3,0,0
"oral","MGYG000299144",3,3,29,8,3
"oral","MGYG000299145",13,5,72,10,1
"oral","MGYG000299146",3,0,3,0,0
"oral","MGYG000299147",24,5,83,21,3
"oral","MGYG000299148",1,0,1,0,0
"oral","MGYG000299149",2,3,2,6,0
"oral","MGYG000299150",1,0,1,0,0
"oral","MGYG000299151",4,2,36,10,1
"oral","MGYG000299152",0,0,0,0,0
"oral","MGYG000299153",2,2,40,3,1
"oral","MGYG000299154",8,1,70,6,1
"oral","MGYG000299155",1,0,4,0,0
"oral","MGYG000299156",3,3,14,8,1
"oral","MGYG000299157",8,2,8,5,0
"oral","MGYG000299159",1,0,1,0,0
"oral","MGYG000299160",0,0,0,0,0
"oral","MGYG000299161",1,0,1,0,0
"oral","MGYG000299162",4,2,11,14,1
"oral","MGYG000299163",5,2,32,7,2
"oral","MGYG000299164",8,4,100,18,5
"oral","MGYG000299165",0,0,0,0,0
"oral","MGYG000299166",1,0,19,0,1
"oral","MGYG000299167",3,0,8,0,0
"oral","MGYG000299168",2,2,49,10,2
"oral","MGYG000299170",5,1,31,4,1
"oral","MGYG000299171",0,0,0,0,0
"oral","MGYG000299172",0,0,0,0,0
"oral","MGYG000299173",6,2,28,11,2
"oral","MGYG000299174",1,0,1,0,0
"oral","MGYG000299175",6,4,117,17,4
"oral","MGYG000299176",3,2,6,10,0
"oral","MGYG000299177",7,3,13,8,0
"oral","MGYG000299178",5,6,62,12,4
"oral","MGYG000299179",2,0,2,0,0
"oral","MGYG000299180",4,0,5,0,0
"oral","MGYG000299181",1,0,1,0,0
"oral","MGYG000299182",4,0,7,0,0
"oral","MGYG000299183",4,0,5,0,0
"oral","MGYG000299184",3,0,3,0,0
"oral","MGYG000299185",3,0,11,0,1
"oral","MGYG000299186",8,3,34,15,1
"oral","MGYG000299187",14,0,16,0,0
"oral","MGYG000299188",1,0,1,0,0
"oral","MGYG000299189",9,3,29,18,1
"oral","MGYG000299190",2,1,52,1,1
"oral","MGYG000299191",0,0,0,0,0
"oral","MGYG000299192",5,1,5,1,0
"oral","MGYG000299193",5,0,5,0,0
"oral","MGYG000299196",10,6,17,12,1
"oral","MGYG000299197",0,0,0,0,0
"oral","MGYG000299198",5,4,78,15,1
"oral","MGYG000299199",6,2,35,3,1
"oral","MGYG000299200",4,2,9,5,0
"oral","MGYG000299201",0,0,0,0,0
"oral","MGYG000299202",2,2,50,12,1
"oral","MGYG000299203",2,0,2,0,0
"oral","MGYG000299204",10,1,10,1,0
"oral","MGYG000299205",2,0,4,0,0
"oral","MGYG000299207",9,0,10,0,0
"oral","MGYG000299208",7,0,7,0,0
"oral","MGYG000299210",1,0,1,0,0
"oral","MGYG000299211",5,0,5,0,0
"oral","MGYG000299212",0,0,0,0,0
"oral","MGYG000299213",8,1,23,7,1
"oral","MGYG000299214",1,0,1,0,0
"oral","MGYG000299215",1,0,1,0,0
"oral","MGYG000299216",10,3,146,14,3
"oral","MGYG000299217",3,0,5,0,0
"oral","MGYG000299218",0,0,0,0,0
"oral","MGYG000299219",3,2,3,3,0
"oral","MGYG000299220",9,0,12,0,0
"oral","MGYG000299221",3,0,3,0,0
"oral","MGYG000299222",1,0,1,0,0
"oral","MGYG000299223",3,2,6,9,0
"oral","MGYG000299224",1,0,1,0,0
"oral","MGYG000299225",1,0,1,0,0
"oral","MGYG000299227",4,0,4,0,0
"oral","MGYG000299228",1,0,1,0,0
"oral","MGYG000299229",8,2,10,5,0
"oral","MGYG000299230",11,2,18,4,1
"oral","MGYG000299231",5,0,5,0,0
"oral","MGYG000299232",1,0,1,0,0
"oral","MGYG000299233",7,1,7,1,0
"oral","MGYG000299234",5,2,6,5,0
"oral","MGYG000299235",5,1,10,1,0
"oral","MGYG000299236",6,7,131,19,3
"oral","MGYG000299237",5,0,6,0,0
"oral","MGYG000299238",11,3,25,4,2
"oral","MGYG000299240",3,2,3,2,0
"oral","MGYG000299241",4,0,5,0,0
"oral","MGYG000299242",21,3,68,12,1
"oral","MGYG000299243",2,2,21,10,1
"oral","MGYG000299244",3,0,8,0,1
"oral","MGYG000299245",1,2,5,5,1
"oral","MGYG000299246",4,0,4,0,0
"oral","MGYG000299247",6,0,6,0,0
"oral","MGYG000299248",3,1,46,5,1
"oral","MGYG000299249",9,3,73,11,4
"oral","MGYG000299250",3,0,6,0,0
"oral","MGYG000299251",2,2,2,3,0
"oral","MGYG000299252",46,7,283,23,5
"oral","MGYG000299253",3,0,18,0,2
"oral","MGYG000299254",1,0,1,0,0
"oral","MGYG000299255",4,3,17,7,2
"oral","MGYG000299256",11,3,27,16,1
"oral","MGYG000299258",11,3,377,27,9
"oral","MGYG000299259",6,4,78,17,3
"oral","MGYG000299260",10,0,12,0,0
"oral","MGYG000299261",1,0,1,0,0
"oral","MGYG000299262",11,2,11,5,0
"oral","MGYG000299264",2,0,2,0,0
"oral","MGYG000299265",0,0,0,0,0
"oral","MGYG000299266",11,1,12,1,0
"oral","MGYG000299268",3,0,5,0,0
"oral","MGYG000299269",0,0,0,0,0
"oral","MGYG000299270",2,0,2,0,0
"oral","MGYG000299271",0,0,0,0,0
"oral","MGYG000299272",14,2,25,3,1
"oral","MGYG000299273",1,0,1,0,0
"oral","MGYG000299274",18,0,18,0,0
"oral","MGYG000299275",18,0,20,0,0
"oral","MGYG000299276",2,0,4,0,0
"gut","MGYG000000006",4,1,4,1,0
"gut","MGYG000000007",6,3,54,27,4
"gut","MGYG000000009",1,1,1,1,0
"gut","MGYG000000010",3,3,5,4,0
"gut","MGYG000000011",1,0,1,0,0
"gut","MGYG000000012",0,0,0,0,0
"gut","MGYG000000019",4,0,4,0,0
"gut","MGYG000000020",1,3,30,8,1
"gut","MGYG000000025",1,0,1,0,0
"gut","MGYG000000034",1,0,1,0,0
"gut","MGYG000000040",6,4,50,23,2
"gut","MGYG000000047",7,4,29,14,2
"gut","MGYG000000049",3,1,5,1,0
"gut","MGYG000000053",9,1,20,1,0
"gut","MGYG000000054",1,0,2,0,0
"gut","MGYG000000055",3,0,3,0,0
"gut","MGYG000000057",3,2,17,5,1
"gut","MGYG000000058",3,1,3,1,0
"gut","MGYG000000063",16,4,56,12,4
"gut","MGYG000000066",14,7,114,32,4
"gut","MGYG000000068",1,0,1,0,0
"gut","MGYG000000073",6,3,54,12,3
"gut","MGYG000000075",4,1,4,2,0
"gut","MGYG000000079",2,1,2,1,0
"gut","MGYG000000081",4,2,15,12,1
"gut","MGYG000000083",4,1,4,1,0
"gut","MGYG000000095",27,7,104,22,3
"gut","MGYG000000096",0,0,0,0,0
"gut","MGYG000000098",8,4,70,11,1
"gut","MGYG000000101",0,0,0,0,0
"gut","MGYG000000103",23,8,106,18,3
"gut","MGYG000000112",4,2,26,12,1
"gut","MGYG000000114",5,2,20,9,1
"gut","MGYG000000115",6,3,17,13,1
"gut","MGYG000000118",3,2,11,11,1
"gut","MGYG000000125",8,7,23,18,1
"gut","MGYG000000126",10,2,58,5,4
"gut","MGYG000000127",52,7,216,28,5
"gut","MGYG000000129",5,3,26,11,2
"gut","MGYG000000145",4,2,70,13,1
"gut","MGYG000000152",15,2,15,2,0
