"genome_name","n_crispr","n_cas","n_spacer","n_cas_protein","n_crispr_level4"
"GCA_027386015.1_ASM2738601v1_genomic.fna",5,0,43,0,1
"GCA_027491785.1_ASM2749178v1_genomic.fna",4,2,36,6,1
"GCA_902812495.1_ASM90281249v1_genomic.fna",4,1,61,2,2
"GCA_902812505.1_ASM90281250v1_genomic.fna",6,4,96,20,5
"GCA_903854775.1_freshwater_MAG_---_AlinenSedimentsD0_bin-1957_genomic.fna",1,0,1,0,0
"GCA_903914545.1_freshwater_MAG_---_AlinenSedimentsD1_bin-1253_genomic.fna",12,0,34,0,0
"GCA_905206215.1_ERR1297821-mag-bin.15_genomic.fna",5,1,6,1,0
"GCA_933227005.1_S89_Bin_2_genomic.fna",1,0,1,0,0
"GCA_934876485.1_MTG240_bin.2.fa_genomic.fna",2,2,18,3,1
"GCA_934881615.1_MTG247_bin.44.fa_genomic.fna",4,0,5,0,0
"GCA_945835155.1_SRR5666659_bin.5_metaWRAP_v1.3_MAG_genomic.fna",0,0,0,0,0
"GCA_946184425.1_SRR11784285_bin.41_metaWRAP_v1.3_MAG_genomic.fna",3,0,6,0,0
"GCA_946404435.1_SRR14812340_bin.19_metaWRAP_v1.3_MAG_genomic.fna",1,0,1,0,0
"GCA_947445375.1_CH-Jul18-2_genomic.fna",1,0,2,0,0
"GCF_000190135.1_ASM19013v2_genomic.fna",9,2,85,13,3
"GCF_000306765.2_ASM30676v2_genomic.fna",10,1,100,8,5
"GCF_000710605.1_HTGA29.1_genomic.fna",3,1,61,8,1
"GCF_001481595.1_ASM148159v1_genomic.fna",4,1,228,4,3
"GCF_001729285.1_ASM172928v1_genomic.fna",10,3,79,10,2
"GCF_002215405.1_ASM221540v1_genomic.fna",2,0,14,0,1
"GCF_002215565.1_ASM221556v1_genomic.fna",4,1,224,4,3
"GCF_002252805.1_ASM225280v1_genomic.fna",5,2,30,11,1
"GCF_002855455.1_ASM285545v1_genomic.fna",4,2,127,8,1
"GCF_003201765.2_ASM320176v2_genomic.fna",12,1,355,13,10
"GCF_003665925.1_ASM366592v1_genomic.fna",5,0,6,0,0
"GCF_003721435.2_ASM372143v2_genomic.fna",13,0,20,0,0
"GCF_003852135.1_ASM385213v1_genomic.fna",11,1,325,4,4
"GCF_009176545.1_ASM917654v1_genomic.fna",8,0,20,0,0
"GCA_000372505.1_ASM37250v1_genomic.fna",1,0,1,0,0
"GCA_001549115.1_SCGC-AAA259M10_genomic.fna",1,0,1,0,0
"GCA_001563465.1_ASM156346v1_genomic.fna",5,0,6,0,0
"GCA_001587715.1_ASM158771v1_genomic.fna",1,0,1,0,0
"GCA_001717015.1_ASM171701v1_genomic.fna",1,2,5,4,1
"GCA_002010155.1_ASM201015v1_genomic.fna",6,0,269,0,6
"GCA_002499245.1_ASM249924v1_genomic.fna",1,0,5,0,1
"GCA_002501885.1_ASM250188v1_genomic.fna",0,0,0,0,0
"GCA_002505275.1_ASM250527v1_genomic.fna",2,1,39,4,1
"GCA_002507345.1_ASM250734v1_genomic.fna",1,0,7,0,0
"GCA_002690335.1_ASM269033v1_genomic.fna",1,0,1,0,0
"GCA_002708385.1_ASM270838v1_genomic.fna",1,0,1,0,0
"GCA_002877795.1_ASM287779v1_genomic.fna",2,0,2,0,0
"GCA_002898595.1_ASM289859v1_genomic.fna",0,0,0,0,0
"GCA_003023575.1_ASM302357v1_genomic.fna",6,0,6,0,0
"GCA_003229945.1_ASM322994v1_genomic.fna",0,0,0,0,0
"GCA_003251855.1_ASM325185v1_genomic.fna",0,0,0,0,0
"GCA_003324605.1_ASM332460v1_genomic.fna",0,0,0,0,0
"GCA_003601775.1_ASM360177v1_genomic.fna",0,0,0,0,0
"GCA_003649225.1_ASM364922v1_genomic.fna",2,1,20,1,1
"GCA_003649615.1_ASM364961v1_genomic.fna",1,0,1,0,0
"GCA_003663025.1_ASM366302v1_genomic.fna",5,0,8,0,1
"GCA_003819845.1_ASM381984v1_genomic.fna",1,0,1,0,0
"GCA_004195525.1_ASM419552v1_genomic.fna",0,0,0,0,0
"GCA_004524155.1_ASM452415v1_genomic.fna",0,0,0,0,0
"GCA_005877095.1_ASM587709v1_genomic.fna",2,0,2,0,0
"GCA_005881655.1_ASM588165v1_genomic.fna",1,0,2,0,0
"GCA_009785285.1_ASM978528v1_genomic.fna",6,2,62,7,1
"GCA_009887095.1_ASM988709v1_genomic.fna",1,0,1,0,0
"GCA_009992265.1_ASM999226v1_genomic.fna",0,0,0,0,0
"GCA_009995005.1_ASM999500v1_genomic.fna",0,0,0,0,0
"GCA_009995015.1_ASM999501v1_genomic.fna",0,0,0,0,0
"GCA_010028355.1_ASM1002835v1_genomic.fna",1,0,1,0,0
"GCA_011043175.1_ASM1104317v1_genomic.fna",3,0,4,0,0
"GCA_011374365.1_ASM1137436v1_genomic.fna",0,0,0,0,0
"GCA_013152815.1_ASM1315281v1_genomic.fna",2,1,4,1,0
"GCA_013335235.1_ASM1333523v1_genomic.fna",0,0,0,0,0
"GCA_015523285.1_ASM1552328v1_genomic.fna",1,0,3,0,0
"GCA_015523725.1_ASM1552372v1_genomic.fna",0,0,0,0,0
"GCA_017601285.1_ASM1760128v1_genomic.fna",0,0,0,0,0
"GCA_017610005.1_ASM1761000v1_genomic.fna",7,0,7,0,0
"GCA_017616575.1_ASM1761657v1_genomic.fna",6,0,14,0,0
"GCA_018238665.1_ASM1823866v1_genomic.fna",0,0,0,0,0
"GCA_018238925.1_ASM1823892v1_genomic.fna",0,0,0,0,0
"GCA_018304085.1_ASM1830408v1_genomic.fna",0,0,0,0,0
"GCA_018304425.1_ASM1830442v1_genomic.fna",2,1,2,1,0
"GCA_018334095.1_ASM1833409v1_genomic.fna",4,0,8,0,0
"GCA_018653175.1_ASM1865317v1_genomic.fna",4,0,4,0,0
"GCA_018653605.1_ASM1865360v1_genomic.fna",2,2,7,3,1
"GCA_018693235.1_ASM1869323v1_genomic.fna",0,0,0,0,0
"GCA_018699275.1_ASM1869927v1_genomic.fna",0,0,0,0,0
"GCA_019429385.1_ASM1942938v1_genomic.fna",7,2,8,2,0
"GCA_020053355.1_ASM2005335v1_genomic.fna",4,1,4,1,0
"GCA_020697165.1_ASM2069716v1_genomic.fna",4,0,4,0,0
"GCA_020833055.1_ASM2083305v1_genomic.fna",5,1,17,1,1
"GCA_020854785.1_ASM2085478v1_genomic.fna",1,0,1,0,0
"GCA_020907855.1_ASM2090785v1_genomic.fna",2,0,2,0,0
"GCA_021108085.1_ASM2110808v1_genomic.fna",0,0,0,0,0
"GCA_021786465.1_ASM2178646v1_genomic.fna",1,0,1,0,0
"GCA_021790425.1_ASM2179042v1_genomic.fna",2,0,2,0,0
"GCA_021793945.1_ASM2179394v1_genomic.fna",3,3,16,10,1
"GCA_021796225.1_ASM2179622v1_genomic.fna",2,1,18,3,1
"GCA_021798095.1_ASM2179809v1_genomic.fna",2,0,2,0,0
"GCA_021801305.1_ASM2180130v1_genomic.fna",0,0,0,0,0
"GCA_021806185.1_ASM2180618v1_genomic.fna",0,0,0,0,0
"GCA_021836665.1_ASM2183666v1_genomic.fna",1,0,1,0,0
"GCA_022015315.1_ASM2201531v1_genomic.fna",0,0,0,0,0
"GCA_022257835.1_ASM2225783v1_genomic.fna",0,0,0,0,0
"GCA_022749995.1_ASM2274999v1_genomic.fna",0,0,0,0,0
"GCA_023129695.1_ASM2312969v1_genomic.fna",5,0,6,0,0
"GCA_023140175.1_ASM2314017v1_genomic.fna",5,0,5,0,0
"GCA_023461415.1_ASM2346141v1_genomic.fna",5,0,6,0,0
"GCA_023485645.1_ASM2348564v1_genomic.fna",0,0,0,0,0
"GCA_023488825.1_ASM2348882v1_genomic.fna",0,0,0,0,0
"GCA_023701075.1_ASM2370107v1_genomic.fna",0,0,0,0,0
"GCA_024399225.1_ASM2439922v1_genomic.fna",0,0,0,0,0
"GCA_024409165.1_ASM2440916v1_genomic.fna",7,0,7,0,0
"GCA_025058735.1_ASM2505873v1_genomic.fna",2,2,11,11,1
"GCA_025923615.1_ASM2592361v1_genomic.fna",7,0,8,0,0
"GCA_026552975.1_ASM2655297v1_genomic.fna",4,0,55,0,1
"GCA_026999495.1_ASM2699949v1_genomic.fna",1,0,11,0,1
"GCA_027000745.1_ASM2700074v1_genomic.fna",0,0,0,0,0
"GCA_027048265.1_ASM2704826v1_genomic.fna",0,0,0,0,0
"GCA_027051465.1_ASM2705146v1_genomic.fna",0,0,0,0,0
"GCA_027066885.1_ASM2706688v1_genomic.fna",0,0,0,0,0
"GCA_027072175.1_ASM2707217v1_genomic.fna",5,3,19,9,1
"GCA_027075325.1_ASM2707532v1_genomic.fna",21,2,409,12,15
"GCA_027295655.1_ASM2729565v1_genomic.fna",0,0,0,0,0
"GCA_027311215.1_ASM2731121v1_genomic.fna",0,0,0,0,0
"GCA_027314305.1_ASM2731430v1_genomic.fna",0,0,0,0,0
"GCA_027321905.1_ASM2732190v1_genomic.fna",0,0,0,0,0
"GCA_027329205.1_ASM2732920v1_genomic.fna",0,0,0,0,0
"GCA_027329685.1_ASM2732968v1_genomic.fna",0,0,0,0,0
"GCA_027330465.1_ASM2733046v1_genomic.fna",0,0,0,0,0
"GCA_027338105.1_ASM2733810v1_genomic.fna",0,0,0,0,0
"GCA_027349705.1_ASM2734970v1_genomic.fna",7,1,10,1,0
"GCA_027354005.1_ASM2735400v1_genomic.fna",1,0,1,0,0
"GCA_027364515.1_ASM2736451v1_genomic.fna",0,0,0,0,0
"GCA_027366735.1_ASM2736673v1_genomic.fna",2,3,15,9,1
"GCA_027366995.1_ASM2736699v1_genomic.fna",2,0,6,0,0
"GCA_027367415.1_ASM2736741v1_genomic.fna",1,0,1,0,0
"GCA_027367875.1_ASM2736787v1_genomic.fna",1,0,1,0,0
"GCA_027374735.1_ASM2737473v1_genomic.fna",0,0,0,0,0
"GCA_027376095.1_ASM2737609v1_genomic.fna",2,0,10,0,1
"GCA_027379545.1_ASM2737954v1_genomic.fna",0,0,0,0,0
"GCA_027448705.1_ASM2744870v1_genomic.fna",0,0,0,0,0
"GCA_027459245.1_ASM2745924v1_genomic.fna",0,0,0,0,0
"GCA_900025055.1_Methanoculleus_bin_genome_genomic.fna",6,1,66,1,2
"GCA_902384685.1_uncultured_Thermoplasmata_archaeon_LFW-68_2_genomic.fna",0,0,0,0,0
"GCA_902607085.1_AG-464-C19_genomic.fna",1,0,1,0,0
"GCA_903837985.1_freshwater_MAG_---_AlinenSediments_bin-4920_genomic.fna",1,0,1,0,0
"GCA_903878435.1_freshwater_MAG_---_AlinenSediments_bin-4754_genomic.fna",4,0,4,0,0
"GCA_903921895.1_freshwater_MAG_---_AM-2014-D6_bin-022_genomic.fna",6,6,34,24,4
"GCA_905067475.1_GoM-Arc1-GOM-AG-394-J04_genomic.fna",15,2,17,5,0
"GCA_905211115.1_ERR414347-mag-bin.33_genomic.fna",4,1,4,1,0
"GCA_934463095.1_ERR7745908_bin.38_genomic.fna",0,0,0,0,0
"GCA_937877765.1_SRR6823441_bin.35_CONCOCT_v1.1_MAG_genomic.fna",3,0,10,0,0
"GCA_937893445.1_ERR599072_bin.75_CONCOCT_v1.1_MAG_genomic.fna",1,0,1,0,0
"GCA_947169795.1_SRR8387717_bin.109_metaWRAP_v1.3_MAG_genomic.fna",3,0,3,0,0
"GCA_947444145.1_CH-Oct18-79_genomic.fna",2,0,2,0,0
"GCF_000400975.1_ASM40097v1_genomic.fna",14,5,259,23,10
"GCF_000427685.1_ASM42768v1_genomic.fna",9,2,76,11,2
"GCF_000700025.1_ASM70002v2_genomic.fna",9,0,10,0,0
"GCF_000980085.1_gtlEnvA5udCFS_genomic.fna",16,6,107,17,5
"GCF_001315885.1_ASM131588v1_genomic.fna",13,2,36,2,2
"GCF_008152015.1_ASM815201v1_genomic.fna",2,0,54,0,2
"GCF_013415885.1_ASM1341588v1_genomic.fna",10,1,20,8,1
"GCF_018128925.1_ASM1812892v1_genomic.fna",6,0,10,0,0
"GCF_020097815.1_ASM2009781v1_genomic.fna",0,0,0,0,0
"GCF_021431925.1_ASM2143192v1_genomic.fna",7,0,8,0,0
"GCF_900102375.1_IMG-taxon_2617270761_annotated_assembly_genomic.fna",23,3,32,12,1
"GCF_900112205.1_IMG-taxon_2693429869_annotated_assembly_genomic.fna",1,0,1,0,0
"GCA_000402895.1_ASM40289v1_genomic.fna",2,1,12,2,1
"GCA_000447865.2_ASM44786v2_genomic.fna",6,1,92,8,3
"GCA_001510225.1_ASM151022v1_genomic.fna",2,0,5,0,0
"GCA_001515905.1_ASM151590v1_genomic.fna",2,0,7,0,0
"GCA_001549415.1_SCGC-AAA261G05_genomic.fna",1,0,1,0,0
"GCA_001717005.1_ASM171700v1_genomic.fna",1,0,1,0,0
"GCA_001717085.1_ASM171708v1_genomic.fna",1,0,1,0,0
"GCA_002011005.1_ASM201100v1_genomic.fna",0,0,0,0,0
"GCA_002067335.1_ASM206733v1_genomic.fna",0,0,0,0,0
"GCA_002494565.1_ASM249456v1_genomic.fna",0,0,0,0,0
"GCA_002494945.1_ASM249494v1_genomic.fna",0,0,0,0,0
"GCA_002495185.1_ASM249518v1_genomic.fna",0,0,0,0,0
"GCA_002496355.1_ASM249635v1_genomic.fna",0,0,0,0,0
"GCA_002498845.1_ASM249884v1_genomic.fna",1,0,20,0,1
"GCA_002505685.1_ASM250568v1_genomic.fna",4,0,6,0,0
"GCA_002508425.1_ASM250842v1_genomic.fna",1,0,1,0,0
"GCA_002685735.1_ASM268573v1_genomic.fna",0,0,0,0,0
"GCA_002688165.1_ASM268816v1_genomic.fna",3,1,4,1,0
"GCA_002715725.1_ASM271572v1_genomic.fna",1,0,1,0,0
"GCA_002719015.1_ASM271901v1_genomic.fna",0,0,0,0,0
"GCA_002722695.1_ASM272269v1_genomic.fna",2,0,10,0,0
"GCA_002726845.1_ASM272684v1_genomic.fna",0,0,0,0,0
"GCA_002762925.1_ASM276292v1_genomic.fna",1,0,1,0,0
"GCA_002855745.1_ASM285574v1_genomic.fna",8,0,145,0,6
"GCA_003023525.1_ASM302352v1_genomic.fna",0,0,0,0,0
"GCA_003561825.1_ASM356182v1_genomic.fna",2,0,54,0,1
"GCA_003663665.1_ASM366366v1_genomic.fna",1,0,1,0,0
"GCA_004173375.1_ASM417337v1_genomic.fna",0,0,0,0,0
"GCA_004376735.1_ASM437673v1_genomic.fna",0,0,0,0,0
"GCA_007049995.1_ASM704999v1_genomic.fna",0,0,0,0,0
"GCA_007117095.1_ASM711709v1_genomic.fna",0,0,0,0,0
"GCA_011039605.1_ASM1103960v1_genomic.fna",1,0,1,0,0
"GCA_011039815.1_ASM1103981v1_genomic.fna",0,0,0,0,0
"GCA_011042105.1_ASM1104210v1_genomic.fna",0,0,0,0,0
"GCA_011043045.1_ASM1104304v1_genomic.fna",0,0,0,0,0
"GCA_012961245.1_ASM1296124v1_genomic.fna",5,0,5,0,0
"GCA_014383635.1_ASM1438363v1_genomic.fna",0,0,0,0,0
"GCA_014384645.1_ASM1438464v1_genomic.fna",2,0,5,0,0
"GCA_015063085.1_ASM1506308v1_genomic.fna",3,0,4,0,0
"GCA_015520815.1_ASM1552081v1_genomic.fna",1,0,5,0,1
"GCA_015523025.1_ASM1552302v1_genomic.fna",4,3,40,3,3
"GCA_015660995.1_ASM1566099v1_genomic.fna",0,0,0,0,0
"GCA_015661405.1_ASM1566140v1_genomic.fna",4,1,37,1,1
"GCA_015662165.1_ASM1566216v1_genomic.fna",0,0,0,0,0
"GCA_016186075.1_ASM1618607v1_genomic.fna",4,0,4,0,0
"GCA_016198645.1_ASM1619864v1_genomic.fna",1,0,1,0,0
"GCA_016782245.1_ASM1678224v1_genomic.fna",1,0,1,0,0
"GCA_016841955.1_ASM1684195v1_genomic.fna",5,1,65,8,2
"GCA_016926735.1_ASM1692673v1_genomic.fna",11,3,66,10,2
"GCA_016932315.1_ASM1693231v1_genomic.fna",0,0,0,0,0
"GCA_017608285.1_ASM1760828v1_genomic.fna",1,0,1,0,0
"GCA_018221105.1_ASM1822110v1_genomic.fna",1,0,1,0,0
"GCA_018303285.1_ASM1830328v1_genomic.fna",1,0,1,0,0
"GCA_018659545.1_ASM1865954v1_genomic.fna",1,0,2,0,0
"GCA_018668215.1_ASM1866821v1_genomic.fna",2,0,3,0,0
"GCA_018695795.1_ASM1869579v1_genomic.fna",0,0,0,0,0
"GCA_018702475.1_ASM1870247v1_genomic.fna",3,0,3,0,0
"GCA_018813965.1_ASM1881396v1_genomic.fna",1,0,1,0,0
"GCA_018817265.1_ASM1881726v1_genomic.fna",3,0,3,0,0
"GCA_020023555.1_ASM2002355v1_genomic.fna",0,0,0,0,0
"GCA_020063445.1_ASM2006344v1_genomic.fna",6,1,102,1,2
"GCA_020832865.1_ASM2083286v1_genomic.fna",0,0,0,0,0
"GCA_021160255.1_ASM2116025v1_genomic.fna",2,0,10,0,1
"GCA_021161765.1_ASM2116176v1_genomic.fna",2,2,6,3,1
"GCA_021324715.1_ASM2132471v1_genomic.fna",3,0,3,0,0
"GCA_021399345.1_ASM2139934v1_genomic.fna",7,0,12,0,0
"GCA_021806355.1_ASM2180635v1_genomic.fna",1,0,1,0,0
"GCA_021832105.1_ASM2183210v1_genomic.fna",1,0,1,0,0
"GCA_021835135.1_ASM2183513v1_genomic.fna",0,0,0,0,0
"GCA_021845045.1_ASM2184504v1_genomic.fna",0,0,0,0,0
"GCA_021850835.1_ASM2185083v1_genomic.fna",0,0,0,0,0
"GCA_022573335.1_ASM2257333v1_genomic.fna",0,0,0,0,0
"GCA_022837565.1_ASM2283756v1_genomic.fna",8,2,147,10,4
"GCA_023268055.1_ASM2326805v1_genomic.fna",3,1,24,1,2
"GCA_023269795.1_ASM2326979v1_genomic.fna",0,0,0,0,0
"GCA_023397215.1_ASM2339721v1_genomic.fna",4,0,4,0,0
"GCA_023473925.1_ASM2347392v1_genomic.fna",1,0,1,0,0
"GCA_023644355.1_ASM2364435v1_genomic.fna",6,0,7,0,0
"GCA_023700265.1_ASM2370026v1_genomic.fna",3,0,6,0,0
"GCA_025457865.1_ASM2545786v1_genomic.fna",1,0,1,0,0
"GCA_025920565.1_ASM2592056v1_genomic.fna",2,0,2,0,0
"GCA_027006565.1_ASM2700656v1_genomic.fna",4,0,4,0,0
"GCA_027008495.1_ASM2700849v1_genomic.fna",4,1,21,1,3
"GCA_027011345.1_ASM2701134v1_genomic.fna",8,0,69,0,7
"GCA_027021835.1_ASM2702183v1_genomic.fna",6,0,38,0,3
"GCA_027027805.1_ASM2702780v1_genomic.fna",0,0,0,0,0
"GCA_027061535.1_ASM2706153v1_genomic.fna",1,0,1,0,0
"GCA_027249525.1_ASM2724952v1_genomic.fna",0,0,0,0,0
"GCA_027250235.1_ASM2725023v1_genomic.fna",2,0,6,0,0
"GCA_027333525.1_ASM2733352v1_genomic.fna",0,0,0,0,0
"GCA_027334405.1_ASM2733440v1_genomic.fna",1,0,3,0,0
"GCA_027336845.1_ASM2733684v1_genomic.fna",0,0,0,0,0
"GCA_027342885.1_ASM2734288v1_genomic.fna",0,0,0,0,0
"GCA_027342905.1_ASM2734290v1_genomic.fna",0,0,0,0,0
"GCA_027352065.1_ASM2735206v1_genomic.fna",0,0,0,0,0
"GCA_027354105.1_ASM2735410v1_genomic.fna",0,0,0,0,0
"GCA_027364705.1_ASM2736470v1_genomic.fna",0,0,0,0,0
"GCA_027367615.1_ASM2736761v1_genomic.fna",0,0,0,0,0
"GCA_027367955.1_ASM2736795v1_genomic.fna",0,0,0,0,0
"GCA_027370105.1_ASM2737010v1_genomic.fna",1,0,9,0,0
"GCA_027371335.1_ASM2737133v1_genomic.fna",0,0,0,0,0
"GCA_027372975.1_ASM2737297v1_genomic.fna",1,0,1,0,0
"GCA_027373785.1_ASM2737378v1_genomic.fna",0,0,0,0,0
"GCA_027373815.1_ASM2737381v1_genomic.fna",0,0,0,0,0
"GCA_027375495.1_ASM2737549v1_genomic.fna",4,0,13,0,1
"GCA_027375655.1_ASM2737565v1_genomic.fna",2,0,2,0,0
"GCA_027375835.1_ASM2737583v1_genomic.fna",2,2,123,9,1
"GCA_027377595.1_ASM2737759v1_genomic.fna",0,0,0,0,0
"GCA_027379085.1_ASM2737908v1_genomic.fna",3,0,3,0,0
"GCA_027380065.1_ASM2738006v1_genomic.fna",1,2,1,9,0
"GCA_902635905.1_AG-447-P04_genomic.fna",0,0,0,0,0
"GCA_902798405.1_Rumen_uncultured_genome_RUG14366_genomic.fna",6,1,15,1,0
"GCA_903961685.1_freshwater_MAG_---_Loc090907-8m_bin-583_genomic.fna",0,0,0,0,0
"GCA_905339205.1_METH_ENR_28_genomic.fna",5,7,141,36,4
"GCA_938049545.1_TrE-25oct19-313_genomic.fna",0,0,0,0,0
"GCA_938049615.1_TrH-03may19-2_genomic.fna",1,0,2,0,0
"GCA_946060675.1_SRR11551381_bin.63_metaWRAP_v1.3_MAG_genomic.fna",0,0,0,0,0
"GCF_000021965.1_ASM2196v1_genomic.fna",6,2,108,12,1
"GCF_000189895.1_ASM18989v2_genomic.fna",3,0,3,0,0
"GCF_000263735.1_ASM26373v1_genomic.fna",8,0,86,0,8
"GCF_000337435.1_ASM33743v1_genomic.fna",13,0,15,0,0
"GCF_000337675.1_ASM33767v1_genomic.fna",6,1,28,7,2
"GCF_003052125.1_ASM305212v1_genomic.fna",4,1,118,7,1
"GCF_003675855.1_ASM367585v1_genomic.fna",11,3,88,12,2
"GCF_003730195.1_ASM373019v1_genomic.fna",15,1,28,1,0
"GCF_005435235.1_ASM543523v1_genomic.fna",5,1,59,7,1
"GCF_007826885.1_ASM782688v1_genomic.fna",2,1,2,1,0
"GCF_008831545.1_ASM883154v1_genomic.fna",12,1,105,9,2
"GCF_009831555.1_ASM983155v1_genomic.fna",2,0,2,0,0
"GCF_014647095.1_ASM1464709v1_genomic.fna",3,0,45,0,1
"GCF_021233435.1_ASM2123343v1_genomic.fna",5,2,130,13,2
"GCF_023684405.1_ASM2368440v1_genomic.fna",1,0,1,0,0
"GCF_025457585.1_ASM2545758v1_genomic.fna",14,2,40,8,1
"GCA_000960885.1_ASM96088v1_genomic.fna",1,1,3,2,0
"GCA_002170075.2_ASM217007v2_genomic.fna",3,0,3,0,0
"GCA_002255045.1_ASM225504v1_genomic.fna",0,0,0,0,0
"GCA_002503805.1_ASM250380v1_genomic.fna",4,0,39,0,1
"GCA_002504695.1_ASM250469v1_genomic.fna",4,0,7,0,0
"GCA_002504755.1_ASM250475v1_genomic.fna",2,0,2,0,0
"GCA_002506705.1_ASM250670v1_genomic.fna",1,0,1,0,0
"GCA_002710015.1_ASM271001v1_genomic.fna",1,0,3,0,0
"GCA_002717165.1_ASM271716v1_genomic.fna",0,0,0,0,0
"GCA_002721085.1_ASM272108v1_genomic.fna",0,0,0,0,0
"GCA_002762665.1_ASM276266v1_genomic.fna",9,1,10,1,0
"GCA_002762835.1_ASM276283v1_genomic.fna",2,0,2,0,0
"GCA_002792915.1_ASM279291v1_genomic.fna",1,0,1,0,0
"GCA_002841675.1_ASM284167v1_genomic.fna",5,0,42,0,1
"GCA_003021235.1_ASM302123v1_genomic.fna",3,0,4,0,0
"GCA_003021325.1_ASM302132v1_genomic.fna",3,0,3,0,0
"GCA_003153815.1_20120700_E3M_genomic.fna",0,0,0,0,0
"GCA_003661245.1_ASM366124v1_genomic.fna",3,1,43,1,1
"GCA_003662345.1_ASM366234v1_genomic.fna",4,0,90,0,3
"GCA_003672335.1_ASM367233v1_genomic.fna",1,0,8,0,0
"GCA_003672895.1_ASM367289v1_genomic.fna",0,0,0,0,0
"GCA_004195635.1_ASM419563v1_genomic.fna",3,0,3,0,0
"GCA_004525915.1_ASM452591v1_genomic.fna",0,0,0,0,0
"GCA_005239435.1_ASM523943v1_genomic.fna",2,0,3,0,0
"GCA_005877395.1_ASM587739v1_genomic.fna",0,0,0,0,0
"GCA_007127355.1_ASM712735v1_genomic.fna",0,0,0,0,0
"GCA_009697445.1_ASM969744v1_genomic.fna",5,0,13,0,1
"GCA_011041645.1_ASM1104164v1_genomic.fna",0,0,0,0,0
"GCA_011605725.1_ASM1160572v1_genomic.fna",2,4,81,16,2
"GCA_011776705.1_ASM1177670v1_genomic.fna",10,0,16,0,0
"GCA_013329215.1_ASM1332921v1_genomic.fna",2,1,2,1,0
"GCA_013330615.1_ASM1333061v1_genomic.fna",2,0,2,0,0
"GCA_013331725.1_ASM1333172v1_genomic.fna",1,0,1,0,0
"GCA_015520265.1_ASM1552026v1_genomic.fna",1,0,1,0,0
"GCA_015521165.1_ASM1552116v1_genomic.fna",0,0,0,0,0
"GCA_015521185.1_ASM1552118v1_genomic.fna",6,2,51,6,6
"GCA_016839865.1_ASM1683986v1_genomic.fna",1,0,1,0,0
"GCA_016875485.1_JGI_2017-08-21_genomic.fna",2,0,2,0,0
"GCA_017503895.1_ASM1750389v1_genomic.fna",1,0,1,0,0
"GCA_017537685.1_ASM1753768v1_genomic.fna",0,0,0,0,0
"GCA_018053735.1_ASM1805373v1_genomic.fna",0,0,0,0,0
"GCA_018303685.1_ASM1830368v1_genomic.fna",0,0,0,0,0
"GCA_018303985.1_ASM1830398v1_genomic.fna",2,0,2,0,0
"GCA_018434035.1_SM1_genomic.fna",4,2,62,9,4
"GCA_018645665.1_ASM1864566v1_genomic.fna",1,0,1,0,0
"GCA_018646385.1_ASM1864638v1_genomic.fna",5,1,10,1,0
"GCA_018656625.1_ASM1865662v1_genomic.fna",1,0,1,0,0
"GCA_018818325.1_ASM1881832v1_genomic.fna",1,0,1,0,0
"GCA_018825175.1_ASM1882517v1_genomic.fna",2,0,4,0,0
"GCA_018828985.1_ASM1882898v1_genomic.fna",2,0,2,0,0
"GCA_018830205.1_ASM1883020v1_genomic.fna",1,0,1,0,0
"GCA_018898515.1_ASM1889851v1_genomic.fna",0,0,0,0,0
"GCA_018900055.1_ASM1890005v1_genomic.fna",10,2,16,2,1
"GCA_018900975.1_ASM1890097v1_genomic.fna",5,0,17,0,2
"GCA_019323655.1_ASM1932365v1_genomic.fna",2,0,2,0,0
"GCA_019429165.1_ASM1942916v1_genomic.fna",11,1,11,1,0
"GCA_019659125.1_ASM1965912v1_genomic.fna",1,0,2,0,0
"GCA_020347565.1_ASM2034756v1_genomic.fna",0,0,0,0,0
"GCA_021158895.1_ASM2115889v1_genomic.fna",0,0,0,0,0
"GCA_021160285.1_ASM2116028v1_genomic.fna",1,1,2,1,0
"GCA_021161205.1_ASM2116120v1_genomic.fna",0,0,0,0,0
"GCA_021296145.1_ASM2129614v1_genomic.fna",17,4,42,9,4
"GCA_021371835.1_ASM2137183v1_genomic.fna",8,0,10,0,0
"GCA_021399405.1_ASM2139940v1_genomic.fna",2,0,2,0,0
"GCA_021801935.1_ASM2180193v1_genomic.fna",2,0,6,0,0
"GCA_021806375.1_ASM2180637v1_genomic.fna",0,0,0,0,0
"GCA_021819105.1_ASM2181910v1_genomic.fna",0,0,0,0,0
"GCA_021835385.1_ASM2183538v1_genomic.fna",1,0,1,0,0
"GCA_021835485.1_ASM2183548v1_genomic.fna",0,0,0,0,0
"GCA_022014955.1_ASM2201495v1_genomic.fna",2,1,14,2,1
"GCA_022424865.1_ASM2242486v1_genomic.fna",1,0,3,0,0
"GCA_022711635.1_ASM2271163v1_genomic.fna",2,0,3,0,0
"GCA_022759345.1_ASM2275934v1_genomic.fna",0,0,0,0,0
"GCA_022866695.1_ASM2286669v1_genomic.fna",0,0,0,0,0
"GCA_023128565.1_ASM2312856v1_genomic.fna",1,0,3,0,0
"GCA_023132295.1_ASM2313229v1_genomic.fna",1,0,1,0,0
"GCA_023144045.1_ASM2314404v1_genomic.fna",1,0,1,0,0
"GCA_023251795.1_ASM2325179v1_genomic.fna",2,0,10,0,0
