"genome","seqid","Cas_id","type","subtype"
"GCA_934876485.1_MTG240_bin.2.fa_genomic.fna","CAKXLU010000037.1","CAKXLU010000037.1@CAS:1","CAS","CAS"
"GCA_934876485.1_MTG240_bin.2.fa_genomic.fna","CAKXLU010000037.1","CAKXLU010000037.1@CAS:2","TypeII","TypeIIU"
"GCF_000190135.1_ASM19013v2_genomic.fna","NZ_AEMB01000029.1","NZ_AEMB01000029.1@CAS:1","CAS","CAS"
"GCF_000190135.1_ASM19013v2_genomic.fna","NZ_AEMB01000029.1","NZ_AEMB01000029.1@CAS:2","TypeIII","TypeIIIA"
"GCF_000306765.2_ASM30676v2_genomic.fna","NC_017944.1","NC_017944.1@CAS:1","TypeI","TypeIB"
"GCF_000710605.1_HTGA29.1_genomic.fna","NZ_JDTG01000017.1","NZ_JDTG01000017.1@CAS:1","TypeI","TypeIB"
"GCF_001481595.1_ASM148159v1_genomic.fna","NZ_CP013694.1","NZ_CP013694.1@CAS:1","TypeI","TypeID"
"GCF_001729285.1_ASM172928v1_genomic.fna","NZ_LZPM01000003.1","NZ_LZPM01000003.1@CAS:1","TypeI","TypeIB"
"GCF_001729285.1_ASM172928v1_genomic.fna","NZ_LZPM01000021.1","NZ_LZPM01000021.1@CAS:1","CAS","CAS"
"GCF_001729285.1_ASM172928v1_genomic.fna","NZ_LZPM01000046.1","NZ_LZPM01000046.1@CAS:1","CAS","CAS"
"GCF_002215565.1_ASM221556v1_genomic.fna","NZ_CP020364.1","NZ_CP020364.1@CAS:1","TypeI","TypeID"
"GCF_002252805.1_ASM225280v1_genomic.fna","NZ_NHOZ01000119.1","NZ_NHOZ01000119.1@CAS:1","CAS","CAS"
"GCF_002252805.1_ASM225280v1_genomic.fna","NZ_NHOZ01000119.1","NZ_NHOZ01000119.1@CAS:2","TypeI","TypeIB"
"GCF_002855455.1_ASM285545v1_genomic.fna","NZ_PKKI01000017.1","NZ_PKKI01000017.1@CAS:1","CAS","CAS"
"GCF_002855455.1_ASM285545v1_genomic.fna","NZ_PKKI01000005.1","NZ_PKKI01000005.1@CAS:1","TypeI","TypeIB"
"GCF_003201765.2_ASM320176v2_genomic.fna","NZ_CP029288.2","NZ_CP029288.2@CAS:1","TypeI","TypeIA"
"GCF_003852135.1_ASM385213v1_genomic.fna","NZ_CP033235.1","NZ_CP033235.1@CAS:1","TypeIII","TypeIIIB"
"GCA_001717015.1_ASM171701v1_genomic.fna","MAGV01000056.1","MAGV01000056.1@CAS:1","CAS","CAS"
"GCA_001717015.1_ASM171701v1_genomic.fna","MAGV01000056.1","MAGV01000056.1@CAS:2","TypeI","TypeIA"
"GCA_002505275.1_ASM250527v1_genomic.fna","DAUS01000015.1","DAUS01000015.1@CAS:1","TypeII","TypeIIA"
"GCA_003649225.1_ASM364922v1_genomic.fna","QMRD01000047.1","QMRD01000047.1@CAS:1","CAS","CAS"
"GCA_009785285.1_ASM978528v1_genomic.fna","WQWQ01000001.1","WQWQ01000001.1@CAS:1","TypeI","TypeIB"
"GCA_009785285.1_ASM978528v1_genomic.fna","WQWQ01000062.1","WQWQ01000062.1@CAS:1","CAS","CAS"
"GCA_013152815.1_ASM1315281v1_genomic.fna","JAADFO010000005.1","JAADFO010000005.1@CAS:1","CAS","CAS"
"GCA_018304425.1_ASM1830442v1_genomic.fna","JAGVWE010000007.1","JAGVWE010000007.1@CAS:1","CAS","CAS"
"GCA_018653605.1_ASM1865360v1_genomic.fna","JABHYY010000008.1","JABHYY010000008.1@CAS:1","CAS","CAS"
"GCA_018653605.1_ASM1865360v1_genomic.fna","JABHYY010000008.1","JABHYY010000008.1@CAS:2","TypeII","TypeIIU"
"GCA_019429385.1_ASM1942938v1_genomic.fna","JAHYIS010000010.1","JAHYIS010000010.1@CAS:1","CAS","CAS"
"GCA_019429385.1_ASM1942938v1_genomic.fna","JAHYIS010000023.1","JAHYIS010000023.1@CAS:1","CAS","CAS"
"GCA_020053355.1_ASM2005335v1_genomic.fna","JAGVNI010000018.1","JAGVNI010000018.1@CAS:1","CAS","CAS"
"GCA_020833055.1_ASM2083305v1_genomic.fna","JAJHQZ010000010.1","JAJHQZ010000010.1@CAS:1","CAS","CAS"
"GCA_021793945.1_ASM2179394v1_genomic.fna","JAJYRT010000053.1","JAJYRT010000053.1@CAS:1","TypeI","TypeIU"
"GCA_021793945.1_ASM2179394v1_genomic.fna","JAJYRT010000053.1","JAJYRT010000053.1@CAS:2","CAS","CAS"
"GCA_021793945.1_ASM2179394v1_genomic.fna","JAJYRT010000053.1","JAJYRT010000053.1@CAS:3","TypeI","TypeID"
"GCA_021796225.1_ASM2179622v1_genomic.fna","JAJYOL010000004.1","JAJYOL010000004.1@CAS:1","CAS","CAS"
"GCA_025058735.1_ASM2505873v1_genomic.fna","JANXDX010000007.1","JANXDX010000007.1@CAS:1","CAS","CAS"
"GCA_025058735.1_ASM2505873v1_genomic.fna","JANXDX010000007.1","JANXDX010000007.1@CAS:2","TypeIII","TypeIIIA"
"GCA_027072175.1_ASM2707217v1_genomic.fna","JALSXW010000030.1","JALSXW010000030.1@CAS:1","CAS","CAS"
"GCA_027072175.1_ASM2707217v1_genomic.fna","JALSXW010000030.1","JALSXW010000030.1@CAS:2","TypeI","TypeIA"
"GCA_027072175.1_ASM2707217v1_genomic.fna","JALSXW010000030.1","JALSXW010000030.1@CAS:3","TypeIII","TypeIIIA"
"GCA_027075325.1_ASM2707532v1_genomic.fna","JALTBN010000055.1","JALTBN010000055.1@CAS:1","CAS","CAS"
"GCA_027075325.1_ASM2707532v1_genomic.fna","JALTBN010000091.1","JALTBN010000091.1@CAS:1","TypeIII","TypeIIIB"
"GCA_027349705.1_ASM2734970v1_genomic.fna","DAIEMJ010000012.1","DAIEMJ010000012.1@CAS:1","CAS","CAS"
"GCA_027366735.1_ASM2736673v1_genomic.fna","DAICVW010000010.1","DAICVW010000010.1@CAS:1","TypeI","TypeIU"
"GCA_027366735.1_ASM2736673v1_genomic.fna","DAICVW010000010.1","DAICVW010000010.1@CAS:2","CAS","CAS"
"GCA_027366735.1_ASM2736673v1_genomic.fna","DAICVW010000010.1","DAICVW010000010.1@CAS:3","TypeI","TypeID"
"GCA_900025055.1_Methanoculleus_bin_genome_genomic.fna","FIZL01000119.1","FIZL01000119.1@CAS:1","CAS","CAS"
"GCA_903921895.1_freshwater_MAG_---_AM-2014-D6_bin-022_genomic.fna","CAIXRN010000040.1","CAIXRN010000040.1@CAS:1","CAS","CAS"
"GCA_903921895.1_freshwater_MAG_---_AM-2014-D6_bin-022_genomic.fna","CAIXRN010000040.1","CAIXRN010000040.1@CAS:2","TypeIII","TypeIIIU"
"GCA_903921895.1_freshwater_MAG_---_AM-2014-D6_bin-022_genomic.fna","CAIXRN010000040.1","CAIXRN010000040.1@CAS:3","TypeIII","TypeIIIB"
"GCA_903921895.1_freshwater_MAG_---_AM-2014-D6_bin-022_genomic.fna","CAIXRN010000040.1","CAIXRN010000040.1@CAS:4","TypeI","TypeID"
"GCA_903921895.1_freshwater_MAG_---_AM-2014-D6_bin-022_genomic.fna","CAIXRN010000091.1","CAIXRN010000091.1@CAS:1","CAS","CAS"
"GCA_903921895.1_freshwater_MAG_---_AM-2014-D6_bin-022_genomic.fna","CAIXRN010000091.1","CAIXRN010000091.1@CAS:2","TypeI","TypeIB"
"GCA_905067475.1_GoM-Arc1-GOM-AG-394-J04_genomic.fna","CAJHIP010000005.1","CAJHIP010000005.1@CAS:1","CAS","CAS"
"GCA_905067475.1_GoM-Arc1-GOM-AG-394-J04_genomic.fna","CAJHIP010000005.1","CAJHIP010000005.1@CAS:2","TypeI","TypeIA"
"GCA_905211115.1_ERR414347-mag-bin.33_genomic.fna","CAJLZK010000005.1","CAJLZK010000005.1@CAS:1","CAS","CAS"
"GCF_000400975.1_ASM40097v1_genomic.fna","NZ_BANO01000035.1","NZ_BANO01000035.1@CAS:1","CAS","CAS"
"GCF_000400975.1_ASM40097v1_genomic.fna","NZ_BANO01000035.1","NZ_BANO01000035.1@CAS:2","TypeI","TypeIA"
"GCF_000400975.1_ASM40097v1_genomic.fna","NZ_BANO01000035.1","NZ_BANO01000035.1@CAS:3","TypeI","TypeID"
"GCF_000400975.1_ASM40097v1_genomic.fna","NZ_BANO01000019.1","NZ_BANO01000019.1@CAS:1","CAS","CAS"
"GCF_000400975.1_ASM40097v1_genomic.fna","NZ_BANO01000019.1","NZ_BANO01000019.1@CAS:2","TypeI","TypeIB"
"GCF_000427685.1_ASM42768v1_genomic.fna","NZ_ATYM01000004.1","NZ_ATYM01000004.1@CAS:1","CAS","CAS"
"GCF_000427685.1_ASM42768v1_genomic.fna","NZ_ATYM01000004.1","NZ_ATYM01000004.1@CAS:2","TypeI","TypeIB"
"GCF_000980085.1_gtlEnvA5udCFS_genomic.fna","NZ_JJQT01000243.1","NZ_JJQT01000243.1@CAS:1","TypeIII","TypeIIIU"
"GCF_000980085.1_gtlEnvA5udCFS_genomic.fna","NZ_JJQT01000243.1","NZ_JJQT01000243.1@CAS:2","TypeIII","TypeIIIA"
"GCF_000980085.1_gtlEnvA5udCFS_genomic.fna","NZ_JJQT01000200.1","NZ_JJQT01000200.1@CAS:1","CAS","CAS"
"GCF_000980085.1_gtlEnvA5udCFS_genomic.fna","NZ_JJQT01000016.1","NZ_JJQT01000016.1@CAS:1","CAS","CAS"
"GCF_000980085.1_gtlEnvA5udCFS_genomic.fna","NZ_JJQT01000016.1","NZ_JJQT01000016.1@CAS:2","TypeI","TypeIA"
"GCF_000980085.1_gtlEnvA5udCFS_genomic.fna","NZ_JJQT01000016.1","NZ_JJQT01000016.1@CAS:3","TypeI","TypeID"
"GCF_001315885.1_ASM131588v1_genomic.fna","NZ_BBBD01000039.1","NZ_BBBD01000039.1@CAS:1","CAS","CAS"
"GCF_001315885.1_ASM131588v1_genomic.fna","NZ_BBBD01000039.1","NZ_BBBD01000039.1@CAS:2","TypeI","TypeIB"
"GCF_013415885.1_ASM1341588v1_genomic.fna","NZ_CP058910.1","NZ_CP058910.1@CAS:1","TypeI","TypeIB"
"GCF_900102375.1_IMG-taxon_2617270761_annotated_assembly_genomic.fna","NZ_FNBO01000016.1","NZ_FNBO01000016.1@CAS:1","CAS","CAS"
"GCF_900102375.1_IMG-taxon_2617270761_annotated_assembly_genomic.fna","NZ_FNBO01000023.1","NZ_FNBO01000023.1@CAS:1","CAS","CAS"
"GCF_900102375.1_IMG-taxon_2617270761_annotated_assembly_genomic.fna","NZ_FNBO01000023.1","NZ_FNBO01000023.1@CAS:2","TypeI","TypeIB"
"GCA_000402895.1_ASM40289v1_genomic.fna","AQTC01000035.1","AQTC01000035.1@CAS:1","TypeI","TypeIA"
"GCA_000447865.2_ASM44786v2_genomic.fna","KK033114.1","KK033114.1@CAS:1","TypeI","TypeIB"
"GCA_002688165.1_ASM268816v1_genomic.fna","NZCB01000037.1","NZCB01000037.1@CAS:1","TypeIII","TypeIIIA"
"GCA_015523025.1_ASM1552302v1_genomic.fna","WALB01000003.1","WALB01000003.1@CAS:1","CAS","CAS"
"GCA_015523025.1_ASM1552302v1_genomic.fna","WALB01000007.1","WALB01000007.1@CAS:1","CAS","CAS"
"GCA_015523025.1_ASM1552302v1_genomic.fna","WALB01000007.1","WALB01000007.1@CAS:2","TypeI","TypeIB"
"GCA_015661405.1_ASM1566140v1_genomic.fna","JACWMK010000022.1","JACWMK010000022.1@CAS:1","CAS","CAS"
"GCA_016841955.1_ASM1684195v1_genomic.fna","JAENYE010000004.1","JAENYE010000004.1@CAS:1","TypeI","TypeIE"
"GCA_016926735.1_ASM1692673v1_genomic.fna","JAFGOA010000198.1","JAFGOA010000198.1@CAS:1","CAS","CAS"
"GCA_016926735.1_ASM1692673v1_genomic.fna","JAFGOA010000027.1","JAFGOA010000027.1@CAS:1","CAS","CAS"
"GCA_016926735.1_ASM1692673v1_genomic.fna","JAFGOA010000027.1","JAFGOA010000027.1@CAS:2","TypeI","TypeIB"
"GCA_020063445.1_ASM2006344v1_genomic.fna","JAGUUK010000566.1","JAGUUK010000566.1@CAS:1","CAS","CAS"
"GCA_021161765.1_ASM2116176v1_genomic.fna","JAGGZZ010000212.1","JAGGZZ010000212.1@CAS:1","CAS","CAS"
"GCA_021161765.1_ASM2116176v1_genomic.fna","JAGGZZ010000212.1","JAGGZZ010000212.1@CAS:2","TypeI","TypeIB"
"GCA_022837565.1_ASM2283756v1_genomic.fna","JALHHG010000022.1","JALHHG010000022.1@CAS:1","CAS","CAS"
"GCA_022837565.1_ASM2283756v1_genomic.fna","JALHHG010000022.1","JALHHG010000022.1@CAS:2","TypeI","TypeIB"
"GCA_023268055.1_ASM2326805v1_genomic.fna","JALNKS010000001.1","JALNKS010000001.1@CAS:1","TypeI","TypeID"
"GCA_027008495.1_ASM2700849v1_genomic.fna","JALTBH010000120.1","JALTBH010000120.1@CAS:1","CAS","CAS"
"GCA_027375835.1_ASM2737583v1_genomic.fna","DAIETV010000010.1","DAIETV010000010.1@CAS:1","CAS","CAS"
"GCA_027375835.1_ASM2737583v1_genomic.fna","DAIETV010000010.1","DAIETV010000010.1@CAS:2","TypeI","TypeIB"
"GCA_027380065.1_ASM2738006v1_genomic.fna","DAIEYS010000004.1","DAIEYS010000004.1@CAS:1","CAS","CAS"
"GCA_027380065.1_ASM2738006v1_genomic.fna","DAIEYS010000004.1","DAIEYS010000004.1@CAS:2","TypeI","TypeIC"
"GCA_902798405.1_Rumen_uncultured_genome_RUG14366_genomic.fna","CADBWN010000062.1","CADBWN010000062.1@CAS:1","CAS","CAS"
"GCA_905339205.1_METH_ENR_28_genomic.fna","CAJPFP010000066.1","CAJPFP010000066.1@CAS:1","TypeI","TypeIE"
"GCA_905339205.1_METH_ENR_28_genomic.fna","CAJPFP010000066.1","CAJPFP010000066.1@CAS:2","CAS","CAS"
"GCA_905339205.1_METH_ENR_28_genomic.fna","CAJPFP010000066.1","CAJPFP010000066.1@CAS:3","TypeI","TypeIA"
"GCA_905339205.1_METH_ENR_28_genomic.fna","CAJPFP010000375.1","CAJPFP010000375.1@CAS:1","CAS","CAS"
"GCA_905339205.1_METH_ENR_28_genomic.fna","CAJPFP010000375.1","CAJPFP010000375.1@CAS:2","TypeI","TypeIA"
"GCA_905339205.1_METH_ENR_28_genomic.fna","CAJPFP010000375.1","CAJPFP010000375.1@CAS:3","TypeI","TypeIB"
"GCA_905339205.1_METH_ENR_28_genomic.fna","CAJPFP010000375.1","CAJPFP010000375.1@CAS:4","TypeIII","TypeIIIB"
"GCF_000021965.1_ASM2196v1_genomic.fna","NC_011832.1","NC_011832.1@CAS:1","TypeI","TypeID"
"GCF_000021965.1_ASM2196v1_genomic.fna","NC_011832.1","NC_011832.1@CAS:2","TypeI","TypeIE"
"GCF_000337675.1_ASM33767v1_genomic.fna","NZ_AOIB01000028.1","NZ_AOIB01000028.1@CAS:1","TypeI","TypeIB"
"GCF_003052125.1_ASM305212v1_genomic.fna","NZ_CP020120.1","NZ_CP020120.1@CAS:1","TypeI","TypeIB"
"GCF_003675855.1_ASM367585v1_genomic.fna","NZ_RCIH01000012.1","NZ_RCIH01000012.1@CAS:1","CAS","CAS"
"GCF_003675855.1_ASM367585v1_genomic.fna","NZ_RCIH01000012.1","NZ_RCIH01000012.1@CAS:2","TypeI","TypeIA"
"GCF_003675855.1_ASM367585v1_genomic.fna","NZ_RCIH01000012.1","NZ_RCIH01000012.1@CAS:3","TypeI","TypeID"
"GCF_003730195.1_ASM373019v1_genomic.fna","NZ_QWGG01000014.1","NZ_QWGG01000014.1@CAS:1","TypeI","TypeIA"
"GCF_005435235.1_ASM543523v1_genomic.fna","NZ_SGUB01000009.1","NZ_SGUB01000009.1@CAS:1","TypeI","TypeIB"
"GCF_007826885.1_ASM782688v1_genomic.fna","NZ_ML675593.1","NZ_ML675593.1@CAS:1","CAS","CAS"
"GCF_008831545.1_ASM883154v1_genomic.fna","NZ_CP044523.1","NZ_CP044523.1@CAS:1","TypeI","TypeID"
"GCF_021233435.1_ASM2123343v1_genomic.fna","NZ_CP089468.1","NZ_CP089468.1@CAS:1","TypeI","TypeIB"
"GCF_021233435.1_ASM2123343v1_genomic.fna","NZ_CP089468.1","NZ_CP089468.1@CAS:2","TypeI","TypeIB"
"GCF_025457585.1_ASM2545758v1_genomic.fna","NZ_JAMZFX010000005.1","NZ_JAMZFX010000005.1@CAS:1","CAS","CAS"
"GCF_025457585.1_ASM2545758v1_genomic.fna","NZ_JAMZFX010000005.1","NZ_JAMZFX010000005.1@CAS:2","TypeI","TypeIB"
"GCA_000960885.1_ASM96088v1_genomic.fna","JZWT01000169.1","JZWT01000169.1@CAS:1","CAS","CAS"
"GCA_002762665.1_ASM276266v1_genomic.fna","PCUF01000033.1","PCUF01000033.1@CAS:1","TypeI","TypeIA"
"GCA_003661245.1_ASM366124v1_genomic.fna","QMVT01000215.1","QMVT01000215.1@CAS:1","CAS","CAS"
"GCA_011605725.1_ASM1160572v1_genomic.fna","JAAOZP010000014.1","JAAOZP010000014.1@CAS:1","TypeI","TypeIA"
"GCA_011605725.1_ASM1160572v1_genomic.fna","JAAOZP010000006.1","JAAOZP010000006.1@CAS:1","TypeIII","TypeIIIU"
"GCA_011605725.1_ASM1160572v1_genomic.fna","JAAOZP010000006.1","JAAOZP010000006.1@CAS:2","TypeIII","TypeIIIB"
"GCA_011605725.1_ASM1160572v1_genomic.fna","JAAOZP010000006.1","JAAOZP010000006.1@CAS:3","TypeIII","TypeIIIA"
"GCA_013329215.1_ASM1332921v1_genomic.fna","DUKS01000061.1","DUKS01000061.1@CAS:1","TypeI","TypeIA"
"GCA_015521185.1_ASM1552118v1_genomic.fna","WAOS01000055.1","WAOS01000055.1@CAS:1","CAS","CAS"
"GCA_015521185.1_ASM1552118v1_genomic.fna","WAOS01000055.1","WAOS01000055.1@CAS:2","TypeI","TypeIA"
"GCA_018434035.1_SM1_genomic.fna","JAHDQB010000012.1","JAHDQB010000012.1@CAS:1","CAS","CAS"
"GCA_018434035.1_SM1_genomic.fna","JAHDQB010000006.1","JAHDQB010000006.1@CAS:1","TypeI","TypeIE"
"GCA_018646385.1_ASM1864638v1_genomic.fna","JABGUY010000051.1","JABGUY010000051.1@CAS:1","CAS","CAS"
"GCA_018900055.1_ASM1890005v1_genomic.fna","JAHIGL010000159.1","JAHIGL010000159.1@CAS:1","CAS","CAS"
"GCA_018900055.1_ASM1890005v1_genomic.fna","JAHIGL010000163.1","JAHIGL010000163.1@CAS:1","CAS","CAS"
"GCA_019429165.1_ASM1942916v1_genomic.fna","JAHYJJ010000001.1","JAHYJJ010000001.1@CAS:1","CAS","CAS"
"GCA_021160285.1_ASM2116028v1_genomic.fna","JAGHCV010000089.1","JAGHCV010000089.1@CAS:1","TypeIII","TypeIIIA"
"GCA_021296145.1_ASM2129614v1_genomic.fna","JAGWAY010000044.1","JAGWAY010000044.1@CAS:1","CAS","CAS"
"GCA_021296145.1_ASM2129614v1_genomic.fna","JAGWAY010000044.1","JAGWAY010000044.1@CAS:2","TypeI","TypeIB"
"GCA_021296145.1_ASM2129614v1_genomic.fna","JAGWAY010000018.1","JAGWAY010000018.1@CAS:1","CAS","CAS"
"GCA_021296145.1_ASM2129614v1_genomic.fna","JAGWAY010000006.1","JAGWAY010000006.1@CAS:1","CAS","CAS"
"GCA_022014955.1_ASM2201495v1_genomic.fna","JAKLZZ010000150.1","JAKLZZ010000150.1@CAS:1","TypeIII","TypeIIIA"
"GCA_023268395.1_ASM2326839v1_genomic.fna","JALNJH010000067.1","JALNJH010000067.1@CAS:1","CAS","CAS"
"GCA_023268395.1_ASM2326839v1_genomic.fna","JALNJH010000067.1","JALNJH010000067.1@CAS:2","TypeI","TypeIA"
"GCA_027013395.1_ASM2701339v1_genomic.fna","JALWHG010000018.1","JALWHG010000018.1@CAS:1","CAS","CAS"
"GCA_027013395.1_ASM2701339v1_genomic.fna","JALWHG010000018.1","JALWHG010000018.1@CAS:2","TypeI","TypeIA"
"GCA_027013395.1_ASM2701339v1_genomic.fna","JALWHG010000040.1","JALWHG010000040.1@CAS:1","TypeIII","TypeIIIU"
"GCA_027013395.1_ASM2701339v1_genomic.fna","JALWHG010000040.1","JALWHG010000040.1@CAS:2","TypeIII","TypeIIIA"
"GCA_027013395.1_ASM2701339v1_genomic.fna","JALWHG010000040.1","JALWHG010000040.1@CAS:3","TypeI","TypeID"
"GCA_027013395.1_ASM2701339v1_genomic.fna","JALWHG010000041.1","JALWHG010000041.1@CAS:1","CAS","CAS"
"GCA_027013395.1_ASM2701339v1_genomic.fna","JALWHG010000041.1","JALWHG010000041.1@CAS:2","TypeI","TypeIA"
"GCA_027014005.1_ASM2701400v1_genomic.fna","JALWEP010000003.1","JALWEP010000003.1@CAS:1","TypeI","TypeID"
"GCA_027014005.1_ASM2701400v1_genomic.fna","JALWEP010000021.1","JALWEP010000021.1@CAS:1","TypeIII","TypeIIIA"
"GCA_027038505.1_ASM2703850v1_genomic.fna","JALVWC010000010.1","JALVWC010000010.1@CAS:1","CAS","CAS"
"GCA_027038505.1_ASM2703850v1_genomic.fna","JALVWC010000028.1","JALVWC010000028.1@CAS:1","CAS","CAS"
"GCA_027038505.1_ASM2703850v1_genomic.fna","JALVWC010000028.1","JALVWC010000028.1@CAS:2","TypeIII","TypeIIIU"
"GCA_027038505.1_ASM2703850v1_genomic.fna","JALVWC010000028.1","JALVWC010000028.1@CAS:3","TypeI","TypeIA"
"GCA_027064525.1_ASM2706452v1_genomic.fna","JAMOPJ010000036.1","JAMOPJ010000036.1@CAS:1","CAS","CAS"
"GCA_027064525.1_ASM2706452v1_genomic.fna","JAMOPJ010000036.1","JAMOPJ010000036.1@CAS:2","TypeI","TypeIA"
"GCA_027064525.1_ASM2706452v1_genomic.fna","JAMOPJ010000036.1","JAMOPJ010000036.1@CAS:3","TypeI","TypeIB"
"GCA_027064525.1_ASM2706452v1_genomic.fna","JAMOPJ010000037.1","JAMOPJ010000037.1@CAS:1","CAS","CAS"
"GCA_027064525.1_ASM2706452v1_genomic.fna","JAMOPJ010000037.1","JAMOPJ010000037.1@CAS:2","TypeIII","TypeIIIU"
"GCA_027064525.1_ASM2706452v1_genomic.fna","JAMOPJ010000037.1","JAMOPJ010000037.1@CAS:3","TypeI","TypeIA"
"GCA_027064525.1_ASM2706452v1_genomic.fna","JAMOPJ010000037.1","JAMOPJ010000037.1@CAS:4","TypeIII","TypeIIIB"
"GCA_027351915.1_ASM2735191v1_genomic.fna","DAHWVR010000002.1","DAHWVR010000002.1@CAS:1","CAS","CAS"
"GCA_027351915.1_ASM2735191v1_genomic.fna","DAHWVR010000002.1","DAHWVR010000002.1@CAS:2","TypeI","TypeIB"
"GCA_027376555.1_ASM2737655v1_genomic.fna","DAIFFO010000068.1","DAIFFO010000068.1@CAS:1","TypeI","TypeIU"
"GCA_902759285.1_Rumen_uncultured_genome_RUG10452_genomic.fna","CACWCH010000038.1","CACWCH010000038.1@CAS:1","CAS","CAS"
"GCA_937888415.1_SRR6823441_bin.240_CONCOCT_v1.1_MAG_genomic.fna","CALBER010000164.1","CALBER010000164.1@CAS:1","CAS","CAS"
"GCA_937888415.1_SRR6823441_bin.240_CONCOCT_v1.1_MAG_genomic.fna","CALBER010000164.1","CALBER010000164.1@CAS:2","TypeI","TypeIA"
"GCF_000308215.1_ASM30821v1_genomic.fna","NZ_CAJE01000012.1","NZ_CAJE01000012.1@CAS:1","TypeI","TypeIC"
"GCF_000711905.1_ASM71190v1_genomic.fna","NZ_JONQ01000003.1","NZ_JONQ01000003.1@CAS:1","CAS","CAS"
"GCF_000711905.1_ASM71190v1_genomic.fna","NZ_JONQ01000003.1","NZ_JONQ01000003.1@CAS:2","TypeI","TypeIB"
"GCF_000711905.1_ASM71190v1_genomic.fna","NZ_JONQ01000008.1","NZ_JONQ01000008.1@CAS:1","TypeIII","TypeIIIA"
"GCF_000711905.1_ASM71190v1_genomic.fna","NZ_JONQ01000013.1","NZ_JONQ01000013.1@CAS:1","CAS","CAS"
"GCF_000711905.1_ASM71190v1_genomic.fna","NZ_KL543984.1","NZ_KL543984.1@CAS:1","CAS","CAS"
"GCF_000711905.1_ASM71190v1_genomic.fna","NZ_KL543984.1","NZ_KL543984.1@CAS:2","TypeIII","TypeIIIU"
"GCF_000711905.1_ASM71190v1_genomic.fna","NZ_KL543984.1","NZ_KL543984.1@CAS:3","TypeI","TypeIB"
"GCF_000711905.1_ASM71190v1_genomic.fna","NZ_KL543984.1","NZ_KL543984.1@CAS:4","TypeIII","TypeIIIB"
"GCF_002116695.1_ASM211669v1_genomic.fna","NZ_CP020477.1","NZ_CP020477.1@CAS:1","TypeI","TypeID"
"GCF_007004735.1_ASM700473v1_genomic.fna","NZ_SSNL01000006.1","NZ_SSNL01000006.1@CAS:1","TypeI","TypeIB"
"GCF_018200015.1_ASM1820001v1_genomic.fna","NZ_CP073368.1","NZ_CP073368.1@CAS:1","TypeI","TypeIB"
"GCF_024464655.1_ASM2446465v1_genomic.fna","NZ_JANHAV010000010.1","NZ_JANHAV010000010.1@CAS:1","TypeI","TypeIB"
"GCA_000328925.1_NAR_genomic.fna","AJVJ01000008.1","AJVJ01000008.1@CAS:1","TypeI","TypeIA"
"GCA_001914405.1_ASM191440v1_genomic.fna","MSDW01000001.1","MSDW01000001.1@CAS:1","TypeI","TypeIB"
"GCA_001914405.1_ASM191440v1_genomic.fna","MSDW01000001.1","MSDW01000001.1@CAS:2","TypeI","TypeID"
"GCA_002507025.1_ASM250702v1_genomic.fna","DAYV01000003.1","DAYV01000003.1@CAS:1","CAS","CAS"
"GCA_002507025.1_ASM250702v1_genomic.fna","DAYV01000003.1","DAYV01000003.1@CAS:2","TypeI","TypeIA"
"GCA_002507025.1_ASM250702v1_genomic.fna","DAYV01000003.1","DAYV01000003.1@CAS:3","TypeI","TypeIB"
"GCA_002507025.1_ASM250702v1_genomic.fna","DAYV01000012.1","DAYV01000012.1@CAS:1","CAS","CAS"
"GCA_002507025.1_ASM250702v1_genomic.fna","DAYV01000012.1","DAYV01000012.1@CAS:2","TypeI","TypeIB"
"GCA_003551675.1_ASM355167v1_genomic.fna","PUNG01000096.1","PUNG01000096.1@CAS:1","TypeI","TypeIE"
"GCA_003661045.1_ASM366104v1_genomic.fna","QMVJ01000111.1","QMVJ01000111.1@CAS:1","CAS","CAS"
"GCA_003661045.1_ASM366104v1_genomic.fna","QMVJ01000111.1","QMVJ01000111.1@CAS:2","TypeIII","TypeIIIA"
"GCA_003661045.1_ASM366104v1_genomic.fna","QMVJ01000114.1","QMVJ01000114.1@CAS:1","CAS","CAS"
"GCA_003663505.1_ASM366350v1_genomic.fna","QMUD01000256.1","QMUD01000256.1@CAS:1","CAS","CAS"
"GCA_013374405.1_ASM1337440v1_genomic.fna","QBUS01000003.1","QBUS01000003.1@CAS:1","CAS","CAS"
"GCA_013374405.1_ASM1337440v1_genomic.fna","QBUS01000003.1","QBUS01000003.1@CAS:2","TypeI","TypeID"
"GCA_013374405.1_ASM1337440v1_genomic.fna","QBUS01000072.1","QBUS01000072.1@CAS:1","TypeI","TypeIA"
"GCA_015520145.1_ASM1552014v1_genomic.fna","WAQR01000002.1","WAQR01000002.1@CAS:1","CAS","CAS"
"GCA_015520145.1_ASM1552014v1_genomic.fna","WAQR01000268.1","WAQR01000268.1@CAS:1","CAS","CAS"
"GCA_016214785.1_ASM1621478v1_genomic.fna","JACRNV010000015.1","JACRNV010000015.1@CAS:1","CAS","CAS"
"GCA_017524805.1_ASM1752480v1_genomic.fna","JAFXUX010000017.1","JAFXUX010000017.1@CAS:1","CAS","CAS"
"GCA_017524805.1_ASM1752480v1_genomic.fna","JAFXUX010000017.1","JAFXUX010000017.1@CAS:2","TypeI","TypeIC"
