species	crispr_positive	crispr_negative	distance
Acinetobacter baumannii	GCA_016540345.2_PDT000106813.2_genomic	GCF_014893725.1_ASM1489372v1_genomic	9.75396822082e-4
Acinetobacter baumannii	GCA_021246205.3_PDT001207880.4_genomic	GCF_014893725.1_ASM1489372v1_genomic	0.0011660230255400002
Acinetobacter baumannii	GCA_024621295.1_PDT001383235.1_genomic	GCF_014893725.1_ASM1489372v1_genomic	0.001170250759773
Acinetobacter baumannii	GCA_024618405.1_PDT001383210.1_genomic	GCF_014893725.1_ASM1489372v1_genomic	0.0011702050987000001
Acinetobacter baumannii	GCF_002927965.1_ASM292796v1_genomic	GCF_014893725.1_ASM1489372v1_genomic	0.00136136994614
Acinetobacter baumannii	GCA_016472835.1_PDT000897990.1_genomic	GCF_014893725.1_ASM1489372v1_genomic	0.0011661032053
Acinetobacter baumannii	GCF_021019695.1_ASM2101969v1_genomic	GCF_014893725.1_ASM1489372v1_genomic	0.001165476242082
Acinetobacter baumannii	GCF_025598475.1_ASM2559847v1_genomic	GCF_014893725.1_ASM1489372v1_genomic	0.0011655209658400002
Acinetobacter baumannii	GCF_000354015.1_ABNIH11_1_genomic	GCF_014893725.1_ASM1489372v1_genomic	0.00136519038274
Acinetobacter baumannii	GCF_006494165.1_ASM649416v1_genomic	GCF_014893725.1_ASM1489372v1_genomic	0.001165576840082
Acinetobacter baumannii	GCA_016537555.2_PDT000106920.2_genomic	GCF_014893725.1_ASM1489372v1_genomic	0.001165532155773
Acinetobacter baumannii	GCF_024589235.1_ASM2458923v1_genomic	GCF_014893725.1_ASM1489372v1_genomic	0.0011655209658400002
Acinetobacter baumannii	GCF_000516275.1_gabuh6907_v01_genomic	GCF_014893725.1_ASM1489372v1_genomic	0.0015596449592
Acinetobacter baumannii	GCF_014531555.1_ASM1453155v1_genomic	GCF_014893725.1_ASM1489372v1_genomic	0.0013613065858399998
Acinetobacter baumannii	GCF_015537405.1_ASM1553740v1_genomic	GCF_014893725.1_ASM1489372v1_genomic	0.0011682034544
Acinetobacter baumannii	GCA_025895865.1_PDT001469573.1_genomic	GCF_001674555.1_ASM167455v1_genomic	9.68717417e-4
Acinetobacter baumannii	GCA_016517095.2_PDT000173833.2_genomic	GCF_001674555.1_ASM167455v1_genomic	9.696238351110001e-4
Acinetobacter baumannii	GCA_026561415.1_PDT001506106.1_genomic	GCF_001674555.1_ASM167455v1_genomic	9.725999881e-4
Acinetobacter baumannii	GCA_021146045.1_PDT001201005.1_genomic	GCF_001674555.1_ASM167455v1_genomic	0.0021344149
Acinetobacter baumannii	GCA_024481335.1_PDT001371163.1_genomic	GCF_001674555.1_ASM167455v1_genomic	9.696238351110001e-4
Acinetobacter baumannii	GCF_025457465.1_ASM2545746v1_genomic	GCF_001674555.1_ASM167455v1_genomic	9.696238351110001e-4
Acinetobacter baumannii	GCF_019920095.1_ASM1992009v1_genomic	GCF_001674555.1_ASM167455v1_genomic	9.696529925800001e-4
Acinetobacter baumannii	GCA_026347475.1_PDT001493766.1_genomic	GCF_001674555.1_ASM167455v1_genomic	9.696529925800001e-4
Acinetobacter baumannii	GCF_001512155.1_7521_8_36_genomic	GCF_001674555.1_ASM167455v1_genomic	9.696238351110001e-4
Acinetobacter baumannii	GCA_027089265.1_ASM2708926v1_genomic	GCF_001674555.1_ASM167455v1_genomic	9.732498481e-4
Acinetobacter baumannii	GCF_016919505.2_ASM1691950v2_genomic	GCF_001674555.1_ASM167455v1_genomic	9.696238351110001e-4
Streptococcus agalactiae	GCF_025938385.1_ASM2593838v1_genomic	GCF_001484865.1_ASM148486v1_genomic	0.00274908462
Streptococcus agalactiae	GCF_002135505.1_ASM213550v1_genomic	GCF_001484865.1_ASM148486v1_genomic	0.0017951328500000001
Streptococcus agalactiae	GCF_001694365.1_ASM169436v1_genomic	GCF_001484865.1_ASM148486v1_genomic	0.00294724745
Streptococcus agalactiae	GCF_014218155.1_ASM1421815v1_genomic	GCF_001484865.1_ASM148486v1_genomic	0.00274908462
Streptococcus agalactiae	GCF_009933515.1_ASM993351v1_genomic	GCF_001484865.1_ASM148486v1_genomic	0.002754472836
Streptococcus agalactiae	GCA_920937685.1_GCA_PHEGBS0128_genomic	GCF_001484865.1_ASM148486v1_genomic	0.00274908462
Streptococcus agalactiae	GCA_027862035.1_ASM2786203v1_genomic	GCF_001484865.1_ASM148486v1_genomic	0.00275433312
Streptococcus agalactiae	GCF_001174785.1_6630_7_15_genomic	GCF_001484865.1_ASM148486v1_genomic	0.00294741585
Streptococcus agalactiae	GCF_900074565.1_mad35_genomic	GCF_001484865.1_ASM148486v1_genomic	0.0025499387200000004
Streptococcus agalactiae	GCF_000289795.1_ASM28979v1_genomic	GCF_001484865.1_ASM148486v1_genomic	0.0032605890000000004
Streptococcus agalactiae	GCF_008692275.1_ASM869227v1_genomic	GCF_001484865.1_ASM148486v1_genomic	0.002754472836
Streptococcus agalactiae	GCF_001018555.1_ASM101855v1_genomic	GCF_001484865.1_ASM148486v1_genomic	0.00302862652
Streptococcus agalactiae	GCF_000310525.1_ASM31052v1_genomic	GCF_001484865.1_ASM148486v1_genomic	0.0023491943000000003
Streptococcus agalactiae	GCF_019793995.1_ASM1979399v1_genomic	GCA_016454925.1_ASM1645492v1_genomic	0.0028601841400000003
Streptococcus agalactiae	GCA_920939015.1_GCA_PHEGBS0639_genomic	GCA_016454925.1_ASM1645492v1_genomic	0.0031732329020000005
Streptococcus agalactiae	GCA_946222685.1_j9QW0Xz1VH_bin.29.MAG_genomic	GCA_016454925.1_ASM1645492v1_genomic	0.002647627051
Streptococcus agalactiae	GCF_009934875.1_ASM993487v1_genomic	GCA_016454925.1_ASM1645492v1_genomic	0.0023884031320000002
Streptococcus agalactiae	GCF_001592425.1_ASM159242v1_genomic	GCA_016454925.1_ASM1645492v1_genomic	0.002640709802
Streptococcus agalactiae	GCA_920939055.1_GCA_PHEGBS0551_genomic	GCA_016454925.1_ASM1645492v1_genomic	0.002979387202
Streptococcus agalactiae	GCA_920937655.1_GCA_PHEGBS0054_genomic	GCA_016454925.1_ASM1645492v1_genomic	0.0025860936520000002
Streptococcus agalactiae	GCA_920938355.1_GCA_PHEGBS0287_genomic	GCA_016454925.1_ASM1645492v1_genomic	0.00237207534
Streptococcus agalactiae	GCF_009934115.1_ASM993411v1_genomic	GCA_016454925.1_ASM1645492v1_genomic	0.0033905586020000003
Streptococcus agalactiae	GCF_009930915.1_ASM993091v1_genomic	GCA_016454925.1_ASM1645492v1_genomic	0.0027950918700000004
Streptococcus agalactiae	GCF_000310725.1_ASM31072v1_genomic	GCA_016454925.1_ASM1645492v1_genomic	0.00237207534
Streptococcus agalactiae	GCF_001856445.1_ASM185644v1_genomic	GCA_016454925.1_ASM1645492v1_genomic	0.002784343202
Streptococcus agalactiae	GCF_001016465.1_ASM101646v1_genomic	GCA_016454925.1_ASM1645492v1_genomic	0.002861496602
Streptococcus agalactiae	GCF_000310505.1_ASM31050v1_genomic	GCA_016454925.1_ASM1645492v1_genomic	0.002372903351
Streptococcus agalactiae	GCA_920938255.1_GCA_PHEGBS0450_genomic	GCA_016454925.1_ASM1645492v1_genomic	0.00261965894
Streptococcus agalactiae	GCF_000322985.1_ASM32298v1_genomic	GCA_016454925.1_ASM1645492v1_genomic	0.002658907651
Streptococcus agalactiae	GCA_920938405.1_GCA_PHEGBS0408_genomic	GCA_016454925.1_ASM1645492v1_genomic	0.003177932532
Streptococcus pyogenes	GCF_900987925.1_9262_7_81_genomic	GCF_900985645.1_8898_3_31_genomic	0.0013710821
Streptococcus pyogenes	GCA_901565765.1_5793STDY7922426_genomic	GCF_900985645.1_8898_3_31_genomic	0.002995578168
Streptococcus pyogenes	GCA_901568645.1_5793STDY7922683_genomic	GCF_900985645.1_8898_3_31_genomic	0.0027958571
Streptococcus pyogenes	GCF_000630765.1_Stre_pyog_ABC020029711_V1_genomic	GCF_900985645.1_8898_3_31_genomic	0.002995578168
Streptococcus pyogenes	GCF_000993765.1_ASM99376v1_genomic	GCF_900985645.1_8898_3_31_genomic	0.0029950976880000002
Streptococcus pyogenes	GCF_020827015.1_ASM2082701v1_genomic	GCF_900985645.1_8898_3_31_genomic	0.0011911701000000001
Streptococcus pyogenes	GCF_005472715.1_ASM547271v1_genomic	GCF_900985645.1_8898_3_31_genomic	0.002994108459
Streptococcus pyogenes	GCF_005472505.1_ASM547250v1_genomic	GCF_900985645.1_8898_3_31_genomic	0.0029959715700000004
Streptococcus pyogenes	GCF_900992045.1_7368_8_53_genomic	GCF_900985645.1_8898_3_31_genomic	0.0023110581
Streptococcus pyogenes	GCF_900990485.1_8898_2_24_genomic	GCF_900985645.1_8898_3_31_genomic	0.00226905937
Streptococcus pyogenes	GCA_901566015.1_5793STDY7922270_genomic	GCF_900996105.1_5749_3_7_genomic	0.0012372848999999998
Streptococcus pyogenes	GCA_901570365.1_5793STDY7922855_genomic	GCF_900996105.1_5749_3_7_genomic	0.0020101641
Streptococcus pyogenes	GCF_000631825.1_Stre_pyog_ABC020038544_V1_genomic	GCF_900993915.1_19944_8_128_genomic	0.001945107479
Streptococcus pyogenes	GCF_019335965.1_ASM1933596v1_genomic	GCF_900993915.1_19944_8_128_genomic	0.001945107479
Streptococcus pyogenes	GCF_900994755.1_19944_8_45_genomic	GCF_900993915.1_19944_8_128_genomic	0.002531330649
Streptococcus pyogenes	GCA_901570275.1_5793STDY7922838_genomic	GCF_900993915.1_19944_8_128_genomic	0.001945107479
Streptococcus pyogenes	GCF_000629865.1_Stre_pyog_ABC020035427_V1_genomic	GCF_900993915.1_19944_8_128_genomic	0.001945107479
Streptococcus pyogenes	GCF_900987765.1_9262_7_64_genomic	GCF_900989805.1_8898_1_36_genomic	0.00171698996
Streptococcus pyogenes	GCF_900989985.1_8898_1_54_genomic	GCF_900989805.1_8898_1_36_genomic	0.0017328080000000002
Streptococcus pyogenes	GCF_900992595.1_7622_7_74_genomic	GCF_900989805.1_8898_1_36_genomic	0.0030911003
Streptococcus pyogenes	GCA_901566785.1_5793STDY7922505_genomic	GCF_900989805.1_8898_1_36_genomic	0.00132692149
Streptococcus pyogenes	GCF_011380005.1_ASM1138000v1_genomic	GCF_900989805.1_8898_1_36_genomic	0.0023021562900000002
Streptococcus pyogenes	GCF_900988715.1_8113_7_68_genomic	GCF_900989805.1_8898_1_36_genomic	0.00171698996
Streptococcus pyogenes	GCF_900984365.1_19944_7_151_genomic	GCF_900989805.1_8898_1_36_genomic	0.00152754296
Streptococcus pyogenes	GCF_901482645.1_42017_F01_genomic	GCF_900989805.1_8898_1_36_genomic	0.00230193496
Streptococcus pyogenes	GCA_901569875.1_5793STDY7922805_genomic	GCF_900985475.1_8898_2_8_genomic	0.00179671088
Streptococcus pyogenes	GCF_900987465.1_9262_7_34_genomic	GCF_900985475.1_8898_2_8_genomic	0.00238048119
Streptococcus pyogenes	GCA_901571185.1_5793STDY7922290_genomic	GCF_900985475.1_8898_2_8_genomic	0.0018049022999999998
Streptococcus pyogenes	GCA_901569275.1_5793STDY7922751_genomic	GCF_900985475.1_8898_2_8_genomic	0.00238968887
Streptococcus pyogenes	GCF_019342985.1_ASM1934298v1_genomic	GCF_900990175.1_8898_1_71_genomic	0.001986845
Enterococcus faecalis	GCA_015919085.1_PDT000898170.1_genomic	GCA_022610735.1_PDT001269429.1_genomic	4.028198e-4
Enterococcus faecalis	GCF_017641365.1_ASM1764136v1_genomic	GCA_022610735.1_PDT001269429.1_genomic	0.0010006887999999999
Enterococcus faecalis	GCA_025685935.1_PDT001452170.1_genomic	GCA_022610735.1_PDT001269429.1_genomic	0
Enterococcus faecalis	GCA_021104535.1_PDT001198094.1_genomic	GCA_022610735.1_PDT001269429.1_genomic	0.0013953218
Enterococcus faecalis	GCA_015335155.1_PDT000375025.1_genomic	GCA_022610735.1_PDT001269429.1_genomic	6.001556689999999e-4
Enterococcus faecalis	GCF_002141415.1_ASM214141v1_genomic	GCA_022610735.1_PDT001269429.1_genomic	0.001398356103
Enterococcus faecalis	GCA_905123345.1_26975_2_227_genomic	GCA_022610735.1_PDT001269429.1_genomic	2.08291489e-4
Enterococcus faecalis	GCA_015292145.1_PDT000806861.1_genomic	GCA_022610735.1_PDT001269429.1_genomic	6.06960803e-4
Enterococcus faecalis	GCA_026617855.1_ASM2661785v1_genomic	GCA_022610735.1_PDT001269429.1_genomic	7.97716912e-4
Enterococcus faecalis	GCA_015512565.2_PDT000109653.2_genomic	GCA_022610735.1_PDT001269429.1_genomic	7.99077902e-4
Enterococcus faecalis	GCA_015316255.1_PDT000678725.1_genomic	GCA_022610735.1_PDT001269429.1_genomic	0.0011974902119999999
Enterococcus faecalis	GCA_013307815.1_ASM1330781v1_genomic	GCA_022610735.1_PDT001269429.1_genomic	6.05074202e-4
Enterococcus faecalis	GCF_002945595.1_ASM294559v1_genomic	GCA_022610735.1_PDT001269429.1_genomic	9.98787465e-4
Enterococcus faecalis	GCA_013309205.1_ASM1330920v1_genomic	GCA_022610735.1_PDT001269429.1_genomic	7.97716912e-4
Enterococcus faecalis	GCA_015300725.1_PDT000709836.1_genomic	GCA_022610735.1_PDT001269429.1_genomic	1.538248e-5
Enterococcus faecalis	GCF_025753415.1_ASM2575341v1_genomic	GCA_022610735.1_PDT001269429.1_genomic	7.98892882e-4
Enterococcus faecalis	GCA_015335025.1_PDT000375026.1_genomic	GCA_022610735.1_PDT001269429.1_genomic	8.055659730000001e-4
Enterococcus faecalis	GCA_015327705.1_PDT000538711.1_genomic	GCA_022610735.1_PDT001269429.1_genomic	0.001003918072
Enterococcus faecalis	GCA_021260105.1_PDT001208675.1_genomic	GCA_022610735.1_PDT001269429.1_genomic	6.019493029999999e-4
Enterococcus faecalis	GCF_007035705.1_ASM703570v1_genomic	GCA_022610735.1_PDT001269429.1_genomic	8.02594602e-4
Enterococcus faecalis	GCA_015516325.2_PDT000088376.2_genomic	GCA_022610735.1_PDT001269429.1_genomic	6.06960803e-4
Enterococcus faecalis	GCA_015313565.1_PDT000701083.1_genomic	GCA_022610735.1_PDT001269429.1_genomic	1.538248e-5
Enterococcus faecalis	GCA_905123235.1_26975_1_85_genomic	GCA_022610735.1_PDT001269429.1_genomic	7.97716912e-4
Enterococcus faecalis	GCF_020166865.1_ASM2016686v1_genomic	GCA_022610735.1_PDT001269429.1_genomic	7.97716912e-4
Enterococcus faecalis	GCA_013311975.1_ASM1331197v1_genomic	GCA_022610735.1_PDT001269429.1_genomic	0.001196090952
Enterococcus faecalis	GCA_015516825.2_PDT000088363.2_genomic	GCA_022610735.1_PDT001269429.1_genomic	9.962946e-4
Enterococcus faecalis	GCF_023956655.1_ASM2395665v1_genomic	GCA_022610735.1_PDT001269429.1_genomic	8.2739788e-4
Enterococcus faecalis	GCA_015291145.1_PDT000820627.1_genomic	GCA_022610735.1_PDT001269429.1_genomic	1.538248e-5
Enterococcus faecalis	GCF_020167275.1_ASM2016727v1_genomic	GCA_022610735.1_PDT001269429.1_genomic	2.1103480000000003e-4
Enterococcus faecalis	GCA_015328505.1_PDT000522034.1_genomic	GCA_022610735.1_PDT001269429.1_genomic	8.055659730000001e-4
Legionella pneumophila	GCA_023914825.1_PDT001340860.1_genomic	GCF_900063055.1_10771_1_27_genomic	0
Legionella pneumophila	GCA_015967535.1_PDT000610414.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.006010001462
Legionella pneumophila	GCA_016057615.1_PDT000592934.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.006010001462
Legionella pneumophila	GCA_015966295.1_PDT000611141.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.005843125442
Legionella pneumophila	GCA_016057635.1_PDT000592928.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.006010001462
Legionella pneumophila	GCA_015989705.1_PDT000597012.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.006010001462
Legionella pneumophila	GCA_024531275.1_PDT001372104.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.003910915542
Legionella pneumophila	GCA_016063145.1_PDT000592804.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.006446075641999999
Legionella pneumophila	GCA_016063515.1_PDT000592789.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.006010001462
Legionella pneumophila	GCA_022326565.1_PDT001249738.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.004867188842
Legionella pneumophila	GCA_023899295.1_PDT001341632.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.019496867992000008
Legionella pneumophila	GCA_017716195.1_PDT000995850.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.006010001462
Legionella pneumophila	GCA_018520745.1_PDT001045476.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.006025204462
Legionella pneumophila	GCF_001766355.1_ASM176635v1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.004436142542
Legionella pneumophila	GCF_900061715.1_10396_8_36_genomic	GCF_004169445.1_ASM416944v1_genomic	0.006239829442
Legionella pneumophila	GCA_024486945.1_PDT001372021.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.006010001462
Legionella pneumophila	GCA_016062695.1_PDT000592838.2_genomic	GCF_004169445.1_ASM416944v1_genomic	0.006010001462
Legionella pneumophila	GCA_015969385.1_PDT000608690.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.004430778542
Legionella pneumophila	GCF_001677075.2_ASM167707v2_genomic	GCF_004169445.1_ASM416944v1_genomic	0.006010001462
Legionella pneumophila	GCA_016061635.1_PDT000592865.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.005804500661999999
Legionella pneumophila	GCA_015991945.1_PDT000596887.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.021364624992000005
Legionella pneumophila	GCA_015896605.1_PDT000879634.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.0034952229999999996
Legionella pneumophila	GCA_018031965.1_PDT000920892.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.005716907242
Legionella pneumophila	GCA_015988905.1_PDT000597142.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.006008777991999999
Legionella pneumophila	GCA_016059055.1_PDT000592920.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.006010001462
Legionella pneumophila	GCA_016020655.1_PDT000596830.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.006025204462
Legionella pneumophila	GCA_015905365.1_PDT000856827.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.006025204462
Legionella pneumophila	GCA_015968035.1_PDT000609664.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.006215616532
Legionella pneumophila	GCA_024530635.1_PDT001372064.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.006010001462
Legionella pneumophila	GCA_025040075.1_PDT001385919.1_genomic	GCF_004169445.1_ASM416944v1_genomic	0.006010001462
Xanthomonas oryzae	GCF_002189435.1_ASM218943v1_genomic	GCF_003064145.1_ASM306414v1_genomic	0.00839923176
Xanthomonas oryzae	GCF_004319485.1_ASM431948v1_genomic	GCF_003064145.1_ASM306414v1_genomic	0.0058141506388
Xanthomonas oryzae	GCF_022409615.1_ASM2240961v1_genomic	GCF_001927415.1_ASM192741v1_genomic	6.0750552e-4
Xanthomonas oryzae	GCF_003297785.1_ASM329778v1_genomic	GCF_001927415.1_ASM192741v1_genomic	8.1795714e-4
Xanthomonas oryzae	GCF_003294835.1_ASM329483v1_genomic	GCF_001927415.1_ASM192741v1_genomic	8.171543210000001e-4
Xanthomonas oryzae	GCF_003296245.1_ASM329624v1_genomic	GCF_001927415.1_ASM192741v1_genomic	8.1795714e-4
Xanthomonas oryzae	GCF_003382265.1_ASM338226v1_genomic	GCF_001927415.1_ASM192741v1_genomic	6.0750552e-4
Xanthomonas oryzae	GCF_018288775.1_ASM1828877v1_genomic	GCF_001927415.1_ASM192741v1_genomic	0.0010404157910000001
Xanthomonas oryzae	GCA_003295695.1_ASM329569v1_genomic	GCF_001927415.1_ASM192741v1_genomic	0.001023900721
Xanthomonas oryzae	GCF_001927495.1_ASM192749v1_genomic	GCF_001927415.1_ASM192741v1_genomic	6.076898409999999e-4
Xanthomonas oryzae	GCF_003300715.1_ASM330071v1_genomic	GCF_001927415.1_ASM192741v1_genomic	6.9522409e-4
Xanthomonas oryzae	GCF_003296915.1_ASM329691v1_genomic	GCF_001927415.1_ASM192741v1_genomic	8.171543210000001e-4
Xanthomonas oryzae	GCF_003300125.1_ASM330012v1_genomic	GCF_001927415.1_ASM192741v1_genomic	8.171543210000001e-4
Xanthomonas oryzae	GCF_020790135.1_ASM2079013v1_genomic	GCF_001927415.1_ASM192741v1_genomic	6.0750552e-4
Xanthomonas oryzae	GCF_021228635.1_ASM2122863v1_genomic	GCF_001927415.1_ASM192741v1_genomic	6.0750552e-4
Xanthomonas oryzae	GCF_003294365.1_ASM329436v1_genomic	GCF_001927415.1_ASM192741v1_genomic	4.0589139e-4
Xanthomonas oryzae	GCF_003294955.1_ASM329495v1_genomic	GCF_001927415.1_ASM192741v1_genomic	8.171543210000001e-4
Xanthomonas oryzae	GCA_003299835.1_ASM329983v1_genomic	GCF_001927415.1_ASM192741v1_genomic	0.0014851658209999999
Xanthomonas oryzae	GCF_001928945.1_ASM192894v1_genomic	GCF_001927415.1_ASM192741v1_genomic	6.077147694999999e-4
Xanthomonas oryzae	GCF_003295375.1_ASM329537v1_genomic	GCF_001927415.1_ASM192741v1_genomic	6.0750552e-4
Xanthomonas oryzae	GCF_001927705.1_ASM192770v1_genomic	GCF_001927415.1_ASM192741v1_genomic	6.2053559e-4
Xanthomonas oryzae	GCF_003294495.1_ASM329449v1_genomic	GCF_001927415.1_ASM192741v1_genomic	8.171543210000001e-4
Xanthomonas oryzae	GCF_002895725.2_ASM289572v2_genomic	GCF_001927415.1_ASM192741v1_genomic	8.18781861e-4
Xanthomonas oryzae	GCF_001927555.1_ASM192755v1_genomic	GCF_001927415.1_ASM192741v1_genomic	4.0256131e-4
Xanthomonas oryzae	GCF_003296855.1_ASM329685v1_genomic	GCF_001927415.1_ASM192741v1_genomic	0.00104430709
Xanthomonas oryzae	GCF_003294765.1_ASM329476v1_genomic	GCF_001927415.1_ASM192741v1_genomic	6.93538791e-4
Xanthomonas oryzae	GCA_003296985.1_ASM329698v1_genomic	GCF_001927415.1_ASM192741v1_genomic	4.8643199e-4
Xanthomonas oryzae	GCF_001928025.1_ASM192802v1_genomic	GCF_001927415.1_ASM192741v1_genomic	8.852604909999999e-4
Xanthomonas oryzae	GCF_003295455.1_ASM329545v1_genomic	GCF_001927415.1_ASM192741v1_genomic	6.0750552e-4
Xanthomonas oryzae	GCF_024499285.1_ASM2449928v1_genomic	GCF_001927415.1_ASM192741v1_genomic	0.001630777451
Enterobacter hormaechei	GCA_025901225.1_PDT001469958.1_genomic	GCF_900075645.1_11983_6_27_genomic	0.0027228084000000003
Enterobacter hormaechei	GCF_008082615.1_ASM808261v1_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.00280713513782
Enterobacter hormaechei	GCA_023389465.1_PDT001188908.1_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.00429218531782
Enterobacter hormaechei	GCA_021177175.1_PDT001201924.1_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.0031367257407
Enterobacter hormaechei	GCF_900075275.1_11983_7_77_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.0022063872128100003
Enterobacter hormaechei	GCF_003964995.1_ASM396499v1_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.0031367257407
Enterobacter hormaechei	GCF_900558295.1_9776_8_17_genomic	GCA_015681295.1_PDT000893452.1_genomic	0.0022063872128100003
