"Level","Source","Spacer_count","T_self","T_virus","T_others","T_self_r","T_virus_r","T_others_r","genome_count"
"Species","s__uncultured Hungatella sp.",121,42,56,23,0.3471,0.4628,0.1901,50
"Species","s__Anaerolineales bacterium",321,74,106,141,0.2305,0.3302,0.4393,49
"Species","s__Anaerostipes hadrus",1280,69,1085,126,0.0539,0.8477,0.0984,49
"Species","s__Aquificaceae bacterium",352,121,14,217,0.3438,0.0398,0.6164,49
"Species","s__Burkholderia gladioli",595,361,123,111,0.6067,0.2067,0.1866,49
"Species","s__Enterocloster clostridioformis",1872,66,1655,151,0.0353,0.8841,0.0806,49
"Species","s__Listeria cossartiae",328,11,83,234,0.0335,0.253,0.7135,49
"Species","s__Megasphaera elsdenii",772,114,452,206,0.1477,0.5855,0.2668,49
"Species","s__uncultured Bacteroidia bacterium",276,92,118,66,0.3333,0.4275,0.2392,49
"Species","s__Acidimicrobiaceae bacterium",166,99,5,62,0.5964,0.0301,0.3735,48
"Species","s__Actinobacillus lignieresii",27,8,9,10,0.2963,0.3333,0.3704,48
"Species","s__Blautia wexlerae",1605,20,1416,169,0.0125,0.8822,0.1053,48
"Species","s__Campylobacter hyointestinalis",1222,422,597,203,0.3453,0.4885,0.1662,48
"Species","s__Lactobacillus gasseri",452,72,248,132,0.1593,0.5487,0.292,48
"Species","s__Ligilactobacillus agilis",577,398,150,29,0.6898,0.26,0.0502,48
"Species","s__Listeria farberi",98,1,40,57,0.0102,0.4082,0.5816,48
"Species","s__Chlamydia trachomatis",49,14,15,20,0.2857,0.3061,0.4082,47
"Species","s__Megamonas sp.",273,13,225,35,0.0476,0.8242,0.1282,47
"Species","s__Pseudomonas sp.",253,8,195,50,0.0316,0.7708,0.1976,47
"Species","s__Streptococcus gordonii",509,94,396,19,0.1847,0.778,0.0373,47
"Species","s__Acinetobacter indicus",653,104,282,267,0.1593,0.4319,0.4088,46
"Species","s__Alkalihalobacillus clausii",928,601,96,231,0.6476,0.1034,0.249,46
"Species","s__Anoxybacillus flavithermus",499,196,220,83,0.3928,0.4409,0.1663,46
"Species","s__Bifidobacterium bifidum",1478,235,1110,133,0.159,0.751,0.09,46
"Species","s__Streptomyces anulatus",103,17,35,51,0.165,0.3398,0.4952,46
"Species","s__[Clostridium] scindens",838,193,506,139,0.2303,0.6038,0.1659,46
"Species","s__uncultured Akkermansia sp.",939,87,621,231,0.0927,0.6613,0.246,46
"Species","s__uncultured Azospirillum sp.",85,15,30,40,0.1765,0.3529,0.4706,46
"Species","s__uncultured Campylobacter sp.",440,104,260,76,0.2364,0.5909,0.1727,46
"Species","s__Bartonella apis",261,55,72,134,0.2107,0.2759,0.5134,45
"Species","s__Lentisphaeria bacterium",127,36,39,52,0.2835,0.3071,0.4094,45
"Species","s__Moraxella bovis",956,434,149,373,0.454,0.1559,0.3901,45
"Species","s__Parageobacillus thermoglucosidasius",467,47,337,83,0.1006,0.7216,0.1778,45
"Species","s__Pectobacterium atrosepticum",163,39,74,50,0.2393,0.454,0.3067,45
"Species","s__Rothia nasimurium",416,399,6,11,0.9591,0.0144,0.0265,45
"Species","s__Staphylococcus felis",443,337,24,82,0.7607,0.0542,0.1851,45
"Species","s__Synergistaceae bacterium",175,80,78,17,0.4571,0.4457,0.0972,45
"Species","s__candidate division WOR-3 bacterium",391,338,1,52,0.8645,0.0026,0.1329,45
"Species","s__Planktothrix agardhii",733,314,385,34,0.4284,0.5252,0.0464,44
"Species","s__Ruminiclostridium sp.",331,61,211,59,0.1843,0.6375,0.1782,44
"Species","s__Vibrio cincinnatiensis",266,135,46,85,0.5075,0.1729,0.3196,44
"Species","s__uncultured Clostridiaceae bacterium",370,27,143,200,0.073,0.3865,0.5405,44
"Species","s__Candidatus Omnitrophica bacterium",234,135,38,61,0.5769,0.1624,0.2607,43
"Species","s__Clostridium tyrobutyricum",210,126,84,0,0.6,0.4,0,43
"Species","s__Microcystis flos-aquae",354,183,48,123,0.5169,0.1356,0.3475,43
"Species","s__Nocardia farcinica",2047,1286,482,279,0.6282,0.2355,0.1363,43
"Species","s__Patescibacteria group bacterium",238,42,136,60,0.1765,0.5714,0.2521,43
"Species","s__Serratia ficaria",42,10,22,10,0.2381,0.5238,0.2381,43
"Species","s__Staphylococcus chromogenes",204,49,122,33,0.2402,0.598,0.1618,43
"Species","s__[Eubacterium] siraeum",890,66,635,189,0.0742,0.7135,0.2123,43
"Species","s__uncultured Lachnospira sp.",713,15,535,163,0.021,0.7504,0.2286,43
"Species","s__uncultured Verrucomicrobiota bacterium",270,93,91,86,0.3444,0.337,0.3186,43
"Species","s__Actinomycetota bacterium",133,19,70,44,0.1429,0.5263,0.3308,42
"Species","s__Bacillus safensis",367,50,112,205,0.1362,0.3052,0.5586,42
"Species","s__Clostridioides sp. ES-S-0077-01",19,0,6,13,0,0.3158,0.6842,42
"Species","s__Enterocloster citroniae",132,18,89,25,0.1364,0.6742,0.1894,42
"Species","s__Flavobacteriales bacterium",258,77,72,109,0.2984,0.2791,0.4225,42
"Species","s__Kiritimatiellia bacterium",103,40,44,19,0.3883,0.4272,0.1845,42
"Species","s__Leptospira santarosai",611,148,409,54,0.2422,0.6694,0.0884,42
"Species","s__Photorhabdus heterorhabditis",69,26,19,24,0.3768,0.2754,0.3478,42
"Species","s__Spirochaetaceae bacterium",280,43,183,54,0.1536,0.6536,0.1928,42
"Species","s__Streptococcus dysgalactiae",319,37,237,45,0.116,0.7429,0.1411,42
"Species","s__Streptococcus sanguinis",531,86,348,97,0.162,0.6554,0.1826,42
"Species","s__uncultured Candidatus Melainabacteria bacterium",47,5,25,17,0.1064,0.5319,0.3617,42
"Species","s__uncultured Gammaproteobacteria bacterium",1967,1173,285,509,0.5963,0.1449,0.2588,42
"Species","s__uncultured Mycoplasmatota bacterium",128,8,73,47,0.0625,0.5703,0.3672,42
"Species","s__Acidimicrobiales bacterium",264,240,0,24,0.9091,0,0.0909,41
"Species","s__Aerococcus sp. JJEM-2022b",138,17,22,99,0.1232,0.1594,0.7174,41
"Species","s__Arcanobacterium phocae",258,89,74,95,0.345,0.2868,0.3682,41
"Species","s__Bifidobacterium moukalabense",215,35,151,29,0.1628,0.7023,0.1349,41
"Species","s__Chromobacterium violaceum",504,376,85,43,0.746,0.1687,0.0853,41
"Species","s__Clostridioides sp. ES-S-0049-02",14,0,2,12,0,0.1429,0.8571,41
"Species","s__Corynebacterium ulcerans",1233,770,456,7,0.6245,0.3698,0.0057,41
"Species","s__Flavobacterium columnare",579,139,355,85,0.2401,0.6131,0.1468,41
"Species","s__uncultured Xanthomonas sp.",144,55,23,66,0.3819,0.1597,0.4584,41
"Species","s__Bathymodiolus brooksi thiotrophic gill symbiont",233,112,74,47,0.4807,0.3176,0.2017,40
"Species","s__Bifidobacteriales bacterium",149,8,27,114,0.0537,0.1812,0.7651,40
"Species","s__Chitinophagaceae bacterium",205,124,44,37,0.6049,0.2146,0.1805,40
"Species","s__Hungatella hathewayi",688,55,495,138,0.0799,0.7195,0.2006,40
"Species","s__Lentilactobacillus buchneri",402,348,28,26,0.8657,0.0697,0.0646,40
"Species","s__Leptospira weilii",199,86,56,57,0.4322,0.2814,0.2864,40
"Species","s__Streptococcus sp.",275,8,178,89,0.0291,0.6473,0.3236,40
"Species","s__Streptomyces globisporus",32,1,11,20,0.0312,0.3438,0.625,40
"Species","s__Bacillus altitudinis",257,36,93,128,0.1401,0.3619,0.498,39
"Species","s__Cronobacter dublinensis",536,75,278,183,0.1399,0.5187,0.3414,39
"Species","s__Flavonifractor plautii",1194,90,861,243,0.0754,0.7211,0.2035,39
"Species","s__Pseudomonas denitrificans (nom. rej.)",380,0,236,144,0,0.6211,0.3789,39
"Species","s__Roseburia sp.",321,12,230,79,0.0374,0.7165,0.2461,39
"Species","s__Acidobacteriaceae bacterium",163,59,73,31,0.362,0.4479,0.1901,38
"Species","s__Alkalihalobacillus sp. FJAT-45399",46,0,11,35,0,0.2391,0.7609,38
"Species","s__Bacteroides faecis",1574,37,1364,173,0.0235,0.8666,0.1099,38
"Species","s__Corynebacterium aurimucosum",729,427,153,149,0.5857,0.2099,0.2044,38
"Species","s__Delftia tsuruhatensis",267,7,185,75,0.0262,0.6929,0.2809,38
"Species","s__Magnetococcales bacterium",382,342,6,34,0.8953,0.0157,0.089,38
"Species","s__Raoultella terrigena",767,30,351,386,0.0391,0.4576,0.5033,38
"Species","s__Sulfobacillus benefaciens",1290,975,0,315,0.7558,0,0.2442,38
"Species","s__Vibrio navarrensis",643,123,199,321,0.1913,0.3095,0.4992,38
"Species","s__uncultured Parabacteroides sp.",446,110,239,97,0.2466,0.5359,0.2175,38
"Species","s__uncultured Sutterella sp.",228,10,165,53,0.0439,0.7237,0.2324,38
"Species","s__Acinetobacter sp. ANC 3787",2,0,2,0,0,1,0,37
"Species","s__Campylobacter sp.",97,20,29,48,0.2062,0.299,0.4948,37
"Species","s__Campylobacterales bacterium",163,56,23,84,0.3436,0.1411,0.5153,37
"Species","s__Lachnospira eligens",400,37,270,93,0.0925,0.675,0.2325,37
"Species","s__Lentilactobacillus parabuchneri",110,103,0,7,0.9364,0,0.0636,37
"Species","s__Planctomycetaceae bacterium",120,44,50,26,0.3667,0.4167,0.2166,37
"Species","s__Prevotella intermedia",492,52,408,32,0.1057,0.8293,0.065,37
"Species","s__Stutzerimonas stutzeri",1008,24,918,66,0.0238,0.9107,0.0655,37
"Species","s__Tetragenococcus halophilus",274,51,199,24,0.1861,0.7263,0.0876,37
"Species","s__Yersinia wautersii",119,14,77,28,0.1176,0.6471,0.2353,37
"Species","s__uncultured Mediterraneibacter sp.",143,2,82,59,0.014,0.5734,0.4126,37
"Species","s__uncultured Veillonellaceae bacterium",163,41,86,36,0.2515,0.5276,0.2209,37
"Species","s__Dickeya dadantii",127,14,71,42,0.1102,0.5591,0.3307,36
"Species","s__Enterobacteriaceae bacterium",77,0,18,59,0,0.2338,0.7662,36
"Species","s__Faecalibacterium sp.",518,20,431,67,0.0386,0.832,0.1294,36
"Species","s__Fusobacterium necrophorum",1349,398,848,103,0.295,0.6286,0.0764,36
"Species","s__Gallibacterium anatis",272,87,148,37,0.3199,0.5441,0.136,36
"Species","s__Helicobacter cinaedi",313,225,0,88,0.7188,0,0.2812,36
"Species","s__Photorhabdus temperata",50,7,33,10,0.14,0.66,0.2,36
"Species","s__Rathayibacter toxicus",132,100,0,32,0.7576,0,0.2424,36
"Species","s__Turicibacter sanguinis",510,339,15,156,0.6647,0.0294,0.3059,36
"Species","s__uncultured delta proteobacterium",59,51,5,3,0.8644,0.0847,0.0509,36
"Species","s__Akkermansiaceae bacterium",174,65,80,29,0.3736,0.4598,0.1666,35
"Species","s__Anaerobutyricum hallii",967,45,762,160,0.0465,0.788,0.1655,35
"Species","s__Citrobacter braakii",474,22,168,284,0.0464,0.3544,0.5992,35
"Species","s__Comamonadaceae bacterium",188,59,96,33,0.3138,0.5106,0.1756,35
"Species","s__Paracoccaceae bacterium",163,52,26,85,0.319,0.1595,0.5215,35
"Species","s__Phycisphaerae bacterium",111,27,26,58,0.2432,0.2342,0.5226,35
"Species","s__Pseudomonas cichorii",174,54,34,86,0.3103,0.1954,0.4943,35
"Species","s__Ruminococcus bromii",606,18,491,97,0.0297,0.8102,0.1601,35
"Species","s__Serratia entomophila",515,48,291,176,0.0932,0.565,0.3418,35
"Species","s__Streptomyces californicus",277,19,65,193,0.0686,0.2347,0.6967,35
"Species","s__Streptomyces parvus",17,0,5,12,0,0.2941,0.7059,35
"Species","s__Subdoligranulum variabile",43,2,30,11,0.0465,0.6977,0.2558,35
"Species","s__Arcanobacterium buesumense",1,0,1,0,0,1,0,34
"Species","s__Betaproteobacteria bacterium",239,116,99,24,0.4854,0.4142,0.1004,34
"Species","s__Blautia massiliensis",763,37,678,48,0.0485,0.8886,0.0629,34
"Species","s__Blautia sp. AF34-10",13,0,11,2,0,0.8462,0.1538,34
"Species","s__Candidatus Gracilibacteria bacterium",90,43,18,29,0.4778,0.2,0.3222,34
"Species","s__Dialister sp.",489,22,431,36,0.045,0.8814,0.0736,34
"Species","s__Leptospira noguchii",525,99,369,57,0.1886,0.7029,0.1085,34
"Species","s__Microcystis wesenbergii",16,0,14,2,0,0.875,0.125,34
"Species","s__Ruminococcus bicirculans",681,41,603,37,0.0602,0.8855,0.0543,34
"Species","s__Shewanella baltica",84,12,66,6,0.1429,0.7857,0.0714,34
"Species","s__Staphylococcus lugdunensis",323,169,52,102,0.5232,0.161,0.3158,34
"Species","s__Vibrio furnissii",20,1,7,12,0.05,0.35,0.6,34
"Species","s__Yersinia enterocolitica",221,17,169,35,0.0769,0.7647,0.1584,34
"Species","s__Yersinia kristensenii",580,99,337,144,0.1707,0.581,0.2483,34
"Species","s__uncultured Treponema sp.",256,28,114,114,0.1094,0.4453,0.4453,34
"Species","s__Agathobacter sp.",80,9,50,21,0.1125,0.625,0.2625,33
"Species","s__Burkholderiaceae bacterium",164,23,81,60,0.1402,0.4939,0.3659,33
"Species","s__Chromobacterium haemolyticum",202,94,78,30,0.4653,0.3861,0.1486,33
"Species","s__Hafnia alvei",327,152,71,104,0.4648,0.2171,0.3181,33
"Species","s__Hafnia paralvei",146,30,101,15,0.2055,0.6918,0.1027,33
"Species","s__Olsenella uli",146,32,81,33,0.2192,0.5548,0.226,33
"Species","s__Photobacterium damselae",205,140,46,19,0.6829,0.2244,0.0927,33
"Species","s__Serratia liquefaciens",33,0,25,8,0,0.7576,0.2424,33
"Species","s__uncultured Bartonella sp.",51,7,11,33,0.1373,0.2157,0.647,33
"Species","s__Chitinophagales bacterium",188,94,50,44,0.5,0.266,0.234,32
"Species","s__Clostridioides sp. ZZV14-6387",39,0,23,16,0,0.5897,0.4103,32
"Species","s__Clostridium haemolyticum",134,10,67,57,0.0746,0.5,0.4254,32
"Species","s__Dickeya oryzae",109,5,69,35,0.0459,0.633,0.3211,32
"Species","s__Escherichia marmotae",501,44,111,346,0.0878,0.2216,0.6906,32
"Species","s__Vibrio metoecus",507,13,216,278,0.0256,0.426,0.5484,32
"Species","s__Xanthomonas sacchari",320,62,57,201,0.1938,0.1781,0.6281,32
"Species","s__uncultured Agathobacter sp.",210,2,167,41,0.0095,0.7952,0.1953,32
"Species","s__uncultured Atopobium sp.",162,32,111,19,0.1975,0.6852,0.1173,32
"Species","s__uncultured Odoribacter sp.",220,71,104,45,0.3227,0.4727,0.2046,32
"Species","s__uncultured Porphyromonas sp.",254,48,150,56,0.189,0.5906,0.2204,32
"Species","s__Acidaminococcus intestini",257,36,91,130,0.1401,0.3541,0.5058,31
"Species","s__Arcanobacterium phocisimile",2,0,1,1,0,0.5,0.5,31
"Species","s__Bacillus pseudomycoides",306,158,45,103,0.5163,0.1471,0.3366,31
"Species","s__Bacteroides sp. HMSC068A09",17,0,17,0,0,1,0,31
"Species","s__Citrobacter pasteurii",6,0,0,6,0,0,1,31
"Species","s__Cutibacterium avidum",395,102,181,112,0.2582,0.4582,0.2836,31
"Species","s__Enterocloster aldenensis",234,1,174,59,0.0043,0.7436,0.2521,31
"Species","s__Gemmiger formicilis",228,38,163,27,0.1667,0.7149,0.1184,31
"Species","s__Gilliamella sp. B2969",4,0,3,1,0,0.75,0.25,31
"Species","s__Microcystis sp. LEGE 00066",22,0,10,12,0,0.4545,0.5455,31
"Species","s__Mitsuokella multacida",502,88,340,74,0.1753,0.6773,0.1474,31
"Species","s__Prevotella pallens",202,70,108,24,0.3465,0.5347,0.1188,31
"Species","s__Shewanella carassii",25,4,8,13,0.16,0.32,0.52,31
"Species","s__Spirochaetia bacterium",287,34,190,63,0.1185,0.662,0.2195,31
"Species","s__Streptococcus intermedius",314,31,146,137,0.0987,0.465,0.4363,31
"Species","s__Streptomyces olivaceus",404,124,84,196,0.3069,0.2079,0.4852,31
"Species","s__Tetragenococcus koreensis",464,122,245,97,0.2629,0.528,0.2091,31
"Species","s__uncultured Neisseria sp.",364,3,282,79,0.0082,0.7747,0.2171,31
"Species","s__uncultured Oscillibacter sp.",465,106,266,93,0.228,0.572,0.2,31
"Species","s__Acinetobacter guerrae",18,3,5,10,0.1667,0.2778,0.5555,30
"Species","s__Bacteroides pyogenes",690,349,237,104,0.5058,0.3435,0.1507,30
"Species","s__Campylobacter ureolyticus",199,127,65,7,0.6382,0.3266,0.0352,30
"Species","s__Christensenellaceae bacterium",620,34,540,46,0.0548,0.871,0.0742,30
"Species","s__Citrobacter amalonaticus",90,42,33,15,0.4667,0.3667,0.1666,30
"Species","s__Lactobacillus sp. HMSC17G08",3,0,0,3,0,0,1,30
"Species","s__Paenibacillus larvae",737,423,311,3,0.5739,0.422,0.0041,30
"Species","s__Parabacteroides goldsteinii",89,4,70,15,0.0449,0.7865,0.1686,30
"Species","s__Porphyromonadaceae bacterium",173,23,116,34,0.1329,0.6705,0.1966,30
"Species","s__Porphyromonas gulae",236,40,171,25,0.1695,0.7246,0.1059,30
"Species","s__Streptococcus pneumoniae",27,0,12,15,0,0.4444,0.5556,30
"Species","s__Streptococcus sobrinus",166,118,0,48,0.7108,0,0.2892,30
"Species","s__Streptomyces clavuligerus",198,198,0,0,1,0,0,30
"Species","s__Sulfobacillus sp.",320,61,0,259,0.1906,0,0.8094,30
"Species","s__Sulfurovum sp.",293,107,36,150,0.3652,0.1229,0.5119,30
"Species","s__Yersinia intermedia",103,5,70,28,0.0485,0.6796,0.2719,30
"Species","s__uncultured Actinomyces sp.",703,17,594,92,0.0242,0.845,0.1308,30
"Species","s__uncultured Coriobacteriaceae bacterium",299,34,160,105,0.1137,0.5351,0.3512,30
"Species","s__Agrobacterium tumefaciens",2,0,0,2,0,0,1,29
"Species","s__Cytophagales bacterium",96,50,38,8,0.5208,0.3958,0.0834,29
"Species","s__Dickeya fangzhongdai",225,22,143,60,0.0978,0.6356,0.2666,29
"Species","s__Dorea longicatena",732,3,693,36,0.0041,0.9467,0.0492,29
"Species","s__Enterococcus avium",117,21,67,29,0.1795,0.5726,0.2479,29
"Species","s__Geobacillus thermoleovorans",221,6,171,44,0.0271,0.7738,0.1991,29
"Species","s__Gilliamella sp. B2838",11,0,2,9,0,0.1818,0.8182,29
"Species","s__Holdemanella biformis",428,141,228,59,0.3294,0.5327,0.1379,29
"Species","s__Limosilactobacillus mucosae",407,153,177,77,0.3759,0.4349,0.1892,29
"Species","s__Oscillibacter sp.",389,19,274,96,0.0488,0.7044,0.2468,29
"Species","s__Phocaeicola dorei",840,28,683,129,0.0333,0.8131,0.1536,29
"Species","s__Photorhabdus luminescens",190,32,94,64,0.1684,0.4947,0.3369,29
"Species","s__Photorhabdus sp. JAR",12,1,5,6,0.0833,0.4167,0.5,29
"Species","s__Staphylococcus warneri",174,39,41,94,0.2241,0.2356,0.5403,29
"Species","s__uncultured Burkholderiales bacterium",72,13,44,15,0.1806,0.6111,0.2083,29
"Species","s__Acinetobacter sp. AOR34_HL",52,0,32,20,0,0.6154,0.3846,28
"Species","s__Agathobaculum butyriciproducens",84,11,55,18,0.131,0.6548,0.2142,28
"Species","s__Anaerostipes caccae",360,29,256,75,0.0806,0.7111,0.2083,28
"Species","s__Armatimonadota bacterium",140,84,20,36,0.6,0.1429,0.2571,28
"Species","s__Eubacterium callanderi",381,82,171,128,0.2152,0.4488,0.336,28
"Species","s__Flavobacterium covae",58,12,20,26,0.2069,0.3448,0.4483,28
"Species","s__Fusobacterium varium",198,47,106,45,0.2374,0.5354,0.2272,28
"Species","s__Photobacterium phosphoreum",89,34,9,46,0.382,0.1011,0.5169,28
"Species","s__Rothia kristinae",99,65,0,34,0.6566,0,0.3434,28
"Species","s__Serratia fonticola",351,175,111,65,0.4986,0.3162,0.1852,28
"Species","s__Veillonellaceae bacterium",239,5,168,66,0.0209,0.7029,0.2762,28
"Species","s__uncultured Mitsuokella sp.",117,9,86,22,0.0769,0.735,0.1881,28
"Species","s__Acetobacteraceae bacterium",166,60,46,60,0.3614,0.2771,0.3615,27
"Species","s__Acinetobacter towneri",256,12,101,143,0.0469,0.3945,0.5586,27
"Species","s__Alistipes putredinis",15,0,3,12,0,0.2,0.8,27
"Species","s__Alistipes sp.",189,19,125,45,0.1005,0.6614,0.2381,27
"Species","s__Anaerostipes hominis",109,54,12,43,0.4954,0.1101,0.3945,27
"Species","s__Candidatus Acididesulfobacter sp.",279,65,0,214,0.233,0,0.767,27
"Species","s__Collinsella aerofaciens",253,12,139,102,0.0474,0.5494,0.4032,27
"Species","s__Flavobacteriaceae bacterium",112,34,34,44,0.3036,0.3036,0.3928,27
"Species","s__Gilliamella sp.",135,23,84,28,0.1704,0.6222,0.2074,27
"Species","s__Haemophilus haemolyticus",316,22,241,53,0.0696,0.7627,0.1677,27
"Species","s__Neisseria subflava",997,10,804,183,0.01,0.8064,0.1836,27
"Species","s__Paenibacillus peoriae",104,6,56,42,0.0577,0.5385,0.4038,27
"Species","s__Providencia thailandensis",26,0,14,12,0,0.5385,0.4615,27
"Species","s__Roseburia intestinalis",526,38,386,102,0.0722,0.7338,0.194,27
"Species","s__Shewanella chilikensis",147,7,89,51,0.0476,0.6054,0.347,27
"Species","s__Spirochaetales bacterium",61,11,27,23,0.1803,0.4426,0.3771,27
"Species","s__Staphylococcus coagulans",172,52,43,77,0.3023,0.25,0.4477,27
"Species","s__Streptococcus canis",316,54,192,70,0.1709,0.6076,0.2215,27
"Species","s__Streptococcus ruminantium",254,88,103,63,0.3465,0.4055,0.248,27
"Species","s__Veillonella parvula",451,22,388,41,0.0488,0.8603,0.0909,27
"Species","s__Yersinia frederiksenii",74,1,49,24,0.0135,0.6622,0.3243,27
"Species","s__uncultured Acidovorax sp.",187,77,52,58,0.4118,0.2781,0.3101,27
"Species","s__uncultured Fusobacterium sp.",131,18,58,55,0.1374,0.4427,0.4199,27
"Species","s__uncultured Mucispirillum sp.",45,41,2,2,0.9111,0.0444,0.0445,27
"Species","s__uncultured Peptoniphilus sp.",44,7,22,15,0.1591,0.5,0.3409,27
"Species","s__Aliarcobacter butzleri",285,153,72,60,0.5368,0.2526,0.2106,26
"Species","s__Blautia sp.",330,2,226,102,0.0061,0.6848,0.3091,26
"Species","s__Candidatus Kuenenia stuttgartiensis",162,109,19,34,0.6728,0.1173,0.2099,26
"Species","s__Cedecea davisae",9,1,4,4,0.1111,0.4444,0.4445,26
"Species","s__Coriobacteriaceae bacterium",145,38,66,41,0.2621,0.4552,0.2827,26
"Species","s__Cyclobacteriaceae bacterium",146,40,10,96,0.274,0.0685,0.6575,26
"Species","s__Dermatophilus congolensis",104,104,0,0,1,0,0,26
